community,risk_score,risk_level
Tarzana,0.4647446797469472,2
Temple City,0.4484080003293255,2
Toluca Lake,0.2937574955024279,1
Toluca Terrace,0.3998377949717867,2
Torrance,0.3273476266836773,1
Tujunga,0.5002357379493323,2
University Park,0.7311028235896487,4
Valencia,0,0
Valley Glen,0.5920758888699679,3
Valley Village,0.5110894484760868,2
Van Nuys,0.702586847885444,4
Venice,0.287222464788062,1
Vernon,0.6130548596804071,3
Walnut,0.32621197817156145,1
Watts,0.8695706923740011,4
West Adams,0.6951444114718299,4
West Hills,0.3973373069582199,2
West Hollywood,0.3551632801111583,2
Westchester,0.2462049127275091,1
Westlake,0.7392811741166722,4
Westlake Village,0.28311984024125,1
Westwood,0.20368927707119822,1
Whittier,0.6467980244279976,3
Willowbrook,0.7992494072655579,4
Wilmington,0.7675569172866912,4
Wilshire Center,0.4981561009589728,2
Winnetka,0.5937391653809301,3
Woodland Hills,0.3160742868147697,1
