community,risk_score,risk_level
Melrose,0.4822425921465289,2
Mid-City,0,0
missing,0,0
Mission Hills,0.5999232918232235,3
Monrovia,0.5450582606955514,3
Montebello,0.6716871918453988,3
Monterey Park,0.43770699134821145,2
North Hills,0.6664434644915654,3
North Hollywood,0.5576779431685973,3
Northridge,0.4983153844372848,2
Norwalk,0.6868958838085405,4
Pacific Palisades,0.2062486674619391,1
Pacoima,0.7504594369545405,4
Palmdale,0.6205103979509056,3
Palms,0.36092493769219824,2
Panorama City,0.6954069292988547,4
Paramount,0.7101996015179247,4
Pasadena,0.4758906062322146,2
Pico Rivera,0.7331826622821569,4
Playa Vista,0.3585444859187664,2
Pomona,0.6858131613700249,4
Porter Ranch,0.30460255713914497,1
Rancho Palos Verdes,0.2813396855693104,1
Rancho Park,0.25570505953696226,1
Redondo Beach,0.31258101771271807,1
Reseda,0.5715600503126567,3
Rosemead,0.4650154850289543,2
Rosewood,0,0
Rowland Heights,0.3894509633167951,2
San Dimas,0.4121027513208472,2
San Fernando,0.517044386307146,3
San Gabriel,0.3856116174031353,2
San Marino,0.19054710194114252,1
San Pedro,0.5676805011095567,3
Santa Catalina Island,0,0
Santa Clarita,0.4141478950510178,2
Santa Fe Springs,0.5256215219902057,3
Santa Monica,0.23325873744009298,1
Shadow Hills,0.45014509347667825,2
Sherman Oaks,0.26577308871717725,1
Sierra Madre,0.25151571435707126,1
Signal Hill,0.5111475487263247,2
South Gate,0.7686596100977873,4
South Los Angeles,0,0
South Park,0.6704024274968073,3
South Pasadena,0.22833231686540228,1
Stevenson Ranch,0.4187009967055362,2
Studio City,0.28703138466019146,1
Sun Valley,0.626919744103603,3
Sun Village,0,0
Sylmar,0.7241464478931617,4
Tarzana,0.4048368822303966,2
Temple City,0.41826622974676736,2
Toluca Lake,0.2683272950716916,1
Toluca Terrace,0.3720195094863487,2
Torrance,0.29004709840375703,1
Tujunga,0.46625493899345755,2
University Park,0.7053798432940347,4
Valencia,0,0
Valley Glen,0.5473474549893659,3
Valley Village,0.45960976295213074,2
Van Nuys,0.6153529495224864,3
Venice,0.30211469135143676,1
Vernon,0.4662598233230574,2
Walnut,0.26455931981009545,1
Watts,0.8059912341274826,4
West Adams,0.6449335985387894,3
West Hills,0.37122639477769687,2
West Hollywood,0.328735274517778,1
Westchester,0.2366883620322787,1
Westlake,0.6740957042614293,3
Westlake Village,0.208773282811686,1
Westwood,0.17892537809071055,1
Whittier,0.6014005203690469,3
Willowbrook,0.7658157986143291,4
Wilmington,0.7433657218841908,4
Wilshire Center,0.38385495327987057,2
Winnetka,0.5864458620570755,3
Woodland Hills,0.2887277268408587,1
