safegraph_place_id,latitude,longitude,city,postal_code,community
sg:9cf4f321f1284d2cb28a827c4cb60534,33.941291,-118.047099,Whittier,90605,Whittier
sg:a0c20b37a6e640259bb46694ece97849,34.03609,-118.24966200000001,Los Angeles,90021,Downtown
sg:a2769d3519e348309fce3089f43240a9,34.100077,-118.326485,Los Angeles,90028,Hollywood
sg:a4f63c4814024293990ddbd0b297702e,34.062379,-118.34368300000001,Los Angeles,90036,Melrose
sg:a7563fd46d0545fc8d701bf9bd55999e,34.285108,-118.492617,Granada Hills,91344,Granada Hills
sg:a7776fab2b984081b49ae05e4c83f0a5,34.158379,-118.82313,Westlake Village,91362,Westlake Village
sg:a9a1f31c446e4282a784e93bb94812ea,33.971154999999996,-118.30925500000001,Los Angeles,90047,missing
sg:ab848225dcba4869b5259c8e48ceaddd,33.876164,-118.29056100000001,Gardena,90247,Gardena
sg:acccaab3046b4da7af96fde1ae09ffbe,34.095814000000004,-118.02888700000001,Temple City,91780,Temple City
sg:af38466f4bc245da9c8823ebabb1fa43,34.030771,-118.255149,Los Angeles,90015,South Park
sg:af5d8bc403d04e91890fe8435db023b4,34.009843,-118.414447,Culver City,90230,Culver City
sg:b31c033ab0eb47a39f86ab215341db3d,34.220331,-118.53419699999999,Northridge,91325,Northridge
sg:b5e1c60fd33548a19cf1d8280fdc46e6,34.068661999999996,-117.755243,Pomona,91768,Pomona
sg:b6d7f424e3ab44ddbde13b71fe1b8062,34.25922,-118.303221,Sunland,91040,Shadow Hills
sg:b719cf290ffd427e865395d9ec2f3957,33.847002,-118.38901000000001,Redondo Beach,90277,Redondo Beach
sg:bf452ee3177f495ba8d47439268d77e8,34.200557,-118.55304199999999,Reseda,91335,Reseda
sg:c53948d3805f45539145d49e3705116d,34.101284,-118.339238,Los Angeles,90028,Hollywood
sg:c6b34d00729447e6bb1f5dd4d2578ccb,33.780575,-118.26216000000001,Wilmington,90744,Wilmington
sg:ca114edabb0a493bafe9aeee0c59b1ea,34.106133,-117.85185800000001,Covina,91724,Covina
sg:cd37bb1e66a0487ab5ef085e06085418,34.265119,-118.516694,Los Angeles,91344,Granada Hills
sg:cd441321557b4e079d833243701d9b46,34.186496999999996,-118.452104,Van Nuys,91411,Van Nuys
sg:cde9b4e621184e57bc7d231f8d30383f,34.027126,-118.258096,Los Angeles,90011,missing
sg:ce21601eb85c43bca78e98eebd6ed44c,34.048858,-118.46205800000001,West Los Angeles,90025,San Pedro
sg:ce492f7c42a843259f702b30464ad252,33.805465000000005,-118.33858899999998,Torrance,90505,Torrance
sg:ce8e70eb83474e10b15aa0f92f172bc8,34.193101,-118.44022,Van Nuys,91405,Van Nuys
sg:cf364e98831a4e20acaa859ab6eeed46,34.007842,-118.27786699999999,Los Angeles,90037,South Los Angeles
sg:cfd6b2e9039d4f08b49be1852ec5c081,34.148306,-118.43190600000001,Sherman Oaks,91423,Sherman Oaks
sg:d1b2c322b5bb40708c9a70298f8ce1d1,34.077154,-118.194732,Los Angeles,90032,El Sereno
sg:d244c9337ae64cb28121c1f6de80f5ed,33.788771000000004,-118.17228200000001,Long Beach,90813,missing
sg:d29963aba4a04e89b146b2b6676e8c4f,34.083403999999994,-118.366802,Los Angeles,90048,West Hollywood
sg:d78da92a196742248f06e92a16973d34,34.051078000000004,-118.460202,Los Angeles,90025,San Pedro
sg:d8bccbd6ecfc4e448dae1b68ec1e5750,34.105556,-117.802377,San Dimas,91773,San Dimas
sg:db240f1e3301456fbabee7c3e602a9e4,33.901433000000004,-118.387511,Manhattan Beach,90266,Manhattan Beach
sg:dc70ea68a67b4c27ad404a7b467389d0,34.003477000000004,-118.32706100000001,Los Angeles,90008,Baldwin Hills
sg:deaa15315d704c8ca18acd812a920b6a,34.201491,-118.372863,Sun Valley,91352,Sun Valley
sg:e16a816d2c0746d4a6c3c6b49ac1f13a,33.867574,-118.061764,Cerritos,90703,Cerritos
sg:e37ff922af3f45bb9633e1d96d172cdd,34.078185999999995,-118.05004,El Monte,91731,El Monte
sg:eda79a685b6b472eb6006aebd416a512,34.062677,-117.756156,Pomona,91768,Pomona
sg:f1dbf941b8794901802831dc1794934c,33.931325,-118.33846299999999,Inglewood,90303,Inglewood
sg:f50962276d264ae1bd7b63b03902dd81,33.997849,-118.23771200000002,Vernon,90058,Vernon
sg:fa1b900a3d4e4291a7b1933493ad5c99,34.051377,-118.48252600000001,Los Angeles,90049,Brentwood
sg:faeb520f333d42a596dcbd058413f5d9,34.15876,-118.132127,Pasadena,91104,Pasadena
sg:fb72110cc99a4d6f8768558c4b0f8887,34.214056,-118.48206499999999,Van Nuys,91406,Lake Balboa
sg:fbf8d442aa704f66bfdcc0286ce9fa9c,34.080353,-117.987875,Baldwin Park,91706,Baldwin Park
sg:fcf2ae3bc83c437699042e182898b29f,34.170784000000005,-118.34752900000001,Burbank,91505,Burbank
sg:fd20b40e9b4c439aac340177eed280f8,34.100002,-117.77003500000001,La Verne,91750,La Verne
sg:fdb5dfbcceae4488b66ceac8e9bf8d3f,34.149767,-118.07696499999999,Pasadena,91107,Pasadena
sg:fde2549a81694afd8e71ee2ab6d2ab1b,34.161716999999996,-118.512583,Encino,91316,Encino
sg:feaf7b2795d444dc85c33b93b5802a5d,33.872564000000004,-118.37445,Redondo Beach,90278,Redondo Beach
sg:00e1d1c641c14dc894521ea3a1baa6e0,34.587908,-118.14589,Palmdale,93551,Leona Valley
sg:00f6eb87290b4fd1aec79ddfd5f992e4,33.943641,-118.048023,Whittier,90605,Whittier
sg:020680442b0e47dda9f542b33d8daa2a,34.287872,-118.555057,Porter Ranch,91326,Porter Ranch
sg:0263eefbec7e45cb827d001aef0cb6a5,34.061107,-118.30226,Los Angeles,90010,Wilshire Center
sg:02d684aaf09248b8a305a5e04dd48b61,34.154814,-118.448355,Sherman Oaks,91403,Sherman Oaks
sg:03705fe7d23b40e6a7683aa18173f748,34.065154,-118.22941999999999,Los Angeles,90012,Chinatown
sg:050c0591c8cf4ad0b2afbab6d8c25c81,33.982306,-118.05056100000002,Whittier,90601,Whittier
sg:087f5c01e7ef47b2a068fc21b92f0195,33.890939,-118.27648,Gardena,90248,Gardena
sg:094977d2766c42f2a2bec02fe5961a2d,34.037385,-118.44158999999999,Los Angeles,90064,Rancho Park
sg:0aac7c687b044e4cb1b49fc83a548d39,34.101052,-118.005362,Arcadia,91006,Arcadia
sg:0b30cce604bf4663ad532f343bfc2d8f,34.15985,-118.266159,Glendale,91202,Glendale
sg:1591d94f2c9f49598d1b822d82eb29b1,34.047795,-118.24178799999999,Los Angeles,90012,Chinatown
sg:169e91165a204d4cb21293a4caa77f7c,33.823729,-118.38515600000001,Redondo Beach,90277,Redondo Beach
sg:176a4b7825ab4daf9a156a5ebc41afe6,33.927561,-118.114217,Downey,90241,Downey
sg:180a1e22398743649f555fee7752632e,34.139482,-118.13185800000001,Pasadena,91101,Pasadena
sg:188e6940c1664e698441b454e0b5bae7,34.700763,-118.139941,Lancaster,93534,Lancaster
sg:1e1c3cb1ce6441d789fddb4a8a634050,34.000769,-118.48203799999999,Santa Monica,90405,Santa Monica
sg:2434e2fa41f344419e2afcb0704e6233,33.771888,-118.17947,Long Beach,90802,missing
sg:252d5e1d6594493e8ebdf13140ff9611,34.246268,-118.44678400000001,Arleta,91331,Pacoima
sg:261ec019a7ca4da59c2c1d74f2b69034,34.007212,-118.41618000000001,Culver City,90230,Culver City
sg:28cfe29de92041b09dfd8f127c907460,34.135627,-117.85199399999999,Glendora,91741,Glendora
sg:2b56f4a0428f472d94083c882bb19f95,33.845526,-118.09630200000001,Lakewood,90715,Lakewood
sg:2c27b814e08e4aa8b916d76b058f442e,34.09887,-118.34240700000001,Los Angeles,90028,Hollywood
sg:2dd2d55551394cf097ccf5b02aaf9a71,34.167242,-118.60543,Woodland Hills,91364,Woodland Hills
sg:2f16e1ed3a4248ecb92d50df89c98021,33.988459000000006,-118.39634699999999,Culver City,90230,Culver City
sg:302b05fce60941d0b3dc246fe46442cb,34.152252000000004,-118.465542,Sherman Oaks,91403,Sherman Oaks
sg:3277fa702938484488f32f4d30f1a8bf,34.045867,-118.26113899999999,Los Angeles,90015,South Park
sg:328a963ac5cf415a931e523eac0e2f36,34.057517,-118.29311799999999,Los Angeles,90005,Koreatown
sg:32f46ab48d034657bf6c2e6b0f931759,34.045926,-118.253928,Los Angeles,90014,Downtown Historic Core
sg:3fcfceae558f4339b837cec283b45bf4,33.946065999999995,-118.11861999999999,Downey,90241,Downey
sg:408a9ed3019a4dea9eca3de665ea1c79,34.154025,-118.804166,Westlake Village,91362,Westlake Village
sg:40ac04d51a334669887d44e695ced1a6,34.065133,-118.398725,Beverly Hills,90212,Beverly Hills
sg:41482c0ca3774660a4372c3e868735ef,34.256609999999995,-118.537549,Northridge,91324,Northridge
sg:443216ee5b904cc3ae7a030fd29d25dc,34.147090000000006,-118.384667,Studio City,91604,Studio City
sg:4500d5eec28643fc9680b678228be4eb,34.158187,-118.42351599999999,Sherman Oaks,91423,Sherman Oaks
sg:46406905ece34adbb53a93e5b6278c20,34.13027,-117.87194699999999,Glendora,91741,Glendora
sg:46aec65296734afd8c25754dce28ae5b,33.989562,-117.970502,Hacienda Heights,91745,Hacienda Heights
sg:48b0303ae34a4135b3cb6a2c715fbbfc,34.404283,-118.550771,Valencia,91355,Valencia
sg:4ad6a923704a4c6ea619843d93bff482,34.050865,-117.7321,Pomona,91766,Pomona
sg:51be7e1e8b4d44efaa666a1f9d3c8ec7,33.960027000000004,-118.21119499999999,South Gate,90280,South Gate
sg:520b8046132d4333896cbac9ff6ff180,34.148298,-118.43477,Sherman Oaks,91423,Sherman Oaks
sg:5419b69cac5b4e6e91d635215b3c934a,34.138739,-118.132954,Pasadena,91101,Pasadena
sg:55cfae3b8d324f99b628577852169a44,34.268685,-118.497234,San Fernando,91344,Granada Hills
sg:56b3b8e713404784a2d9a4438decb935,34.468982000000004,-117.84411000000001,Llano,93544,Llano
sg:5d72b20f903248218f29c354c5d91bb7,34.21305,-118.498374,Van Nuys,91406,Lake Balboa
sg:61521a8ff577410c83eaf929a1693e68,33.903845000000004,-118.198558,Compton,90221,Compton
sg:6262023359c14c74b67b70384012be0c,34.140177,-118.375703,Studio City,91604,Studio City
sg:63dc38bd40794236ad25983f6e484db1,34.255043,-118.410826,Pacoima,91331,Pacoima
sg:64520e5f500549f099986fb6a5d94f44,34.053676,-117.976716,La Puente,91746,Bassett
sg:65f2fb586dff48d380a7730c438730a8,34.034334,-118.091707,Montebello,90640,Montebello
sg:666e38aaead84b469cd436fe031634d2,34.057163,-118.30738600000001,Los Angeles,90005,Koreatown
sg:689bf441f9f5400d916ea73cd2fe6e10,34.693335999999995,-118.136569,Lancaster,93534,Lancaster
sg:6b2fe1b6961e44d2a20c3d586ed829bd,33.811327,-118.276408,Carson,90745,Carson
sg:6c687ddd5d9f49c0a1a95761c1450b27,34.377901,-118.55666000000001,Santa Clarita,91321,Santa Clarita
sg:6dda63a039cb4c85b6f4c4409b64e7aa,34.010624,-118.32374899999999,Los Angeles,90008,Baldwin Hills
sg:6fb816facc754b4fbc8933d8d08072aa,34.138304999999995,-118.14606699999999,Pasadena,91101,Pasadena
sg:733cf027a9674ce282371be0de207c15,33.818532,-118.286383,Carson,90745,Carson
sg:7422e08373384ec99f4bd8d12f26ab03,34.117121000000004,-117.77528799999999,La Verne,91750,La Verne
sg:76bc77cd4110412586628cf208341f97,34.194779,-118.37173200000001,North Hollywood,91605,Hollywood
sg:76ca8be2a32841109efd418335ec664e,34.008819,-118.339196,Los Angeles,90008,Baldwin Hills
sg:76fd741d20c1450a97f397a68f9bed37,34.693973,-118.170689,Lancaster,93536,Del Sur
sg:7aa4f7af57b34971a68e5f87a63adc48,33.852538,-118.29596399999998,Torrance,90502,Harbor Gateway
sg:7b81c699b127497cb3789ca42934cf70,34.06734,-118.4047,Beverly Hills,90210,Beverly Hills
sg:7e400b3c2b944c18a289cd45366ea919,33.98725,-117.906383,Rowland Heights,91748,Rowland Heights
sg:7ee6534da72444f6bf9cc1f66108eae1,33.872329,-118.083229,Artesia,90701,Artesia
sg:7f738bfba40c4084a4bccc06809c5f97,34.16942,-118.607192,Woodland Hills,91367,Woodland Hills
sg:80d079cb072442e489e13abbc2e71c0b,34.376816,-118.567001,Stevenson Ranch,91381,Stevenson Ranch
sg:817a46bb5bd44568affa0bc6a5059347,33.975635,-118.22211399999999,Huntington Park,90255,Huntington Park
sg:818535b9551042148a3b11a99b92827b,33.812789,-118.367494,Torrance,90505,Torrance
sg:81af7f63d3ee4efeb9477ed87974b7e0,34.179536,-118.537019,Tarzana,91356,Tarzana
sg:82b7f36e229e4c349e8a0c503acfbed4,34.103781,-118.150916,South Pasadena,91030,South Pasadena
sg:83a7ef2bafda4022ac039bcdf36a915c,34.436035,-118.562901,Santa Clarita,91355,Valencia
sg:842f30d69fc54803bc7560e02a7fd1da,33.858799,-118.085004,Artesia,90701,Artesia
sg:88379e95d560486faedf03c53c2d5a16,34.270523,-118.41682800000001,Pacoima,91331,Pacoima
sg:8a51094762c742dc9fd05f60c44239dc,34.092125,-118.291519,Los Angeles,90029,East Hollywood
sg:8c102f3660ff496583c5ad9d287619d5,34.046748,-118.238755,Los Angeles,90012,Chinatown
sg:9179358332a74b1a90ab1c6e78776bb9,33.904053000000005,-118.32713400000002,Hawthorne,90250,Hawthorne
sg:929f1c155a2a46ba9067e2d3074a0040,34.229251,-118.50208,Northridge,91325,Northridge
sg:938ddc1e0afe4d608339ddfc15e9f479,33.830543,-118.325298,Torrance,90501,Torrance
sg:939cd497c9fe45c7b0609a9c3018b84e,34.031183,-118.842626,Malibu,90265,Malibu
sg:98c65c683e8f49dcb3117d88fc13db59,34.151216999999995,-118.795254,Westlake Village,91362,Westlake Village
sg:996b651efee940f6b9e6f9eaa443ba46,33.997122999999995,-117.870843,City of Industry,91789,Walnut
sg:9bdccc98078b4c6b9d0bb8b28f82b23a,34.065248,-118.446525,Los Angeles,90095,missing
sg:9f7775f746114b2d93ab923d89d94d73,34.074,-118.38065900000001,Los Angeles,90048,West Hollywood
sg:a1dcab69935841e4a825d79eda4cdbcc,34.157883,-118.364943,North Hollywood,91602,Toluca Lake
sg:a28af6c3e1d1462fae96628673234f2c,34.101037,-117.907352,Covina,91722,Covina
sg:a3c9a0d29cc9411893483c9a2ba0716b,33.838762,-118.182097,Long Beach,90807,missing
sg:a3f46e696ca24fd0a2600c36807ff00b,34.040068,-118.384552,Los Angeles,90034,Palms
sg:a4a75f33f10e47b8b70bac3a54be7b9b,33.902445,-118.36088899999999,Hawthorne,90250,Hawthorne
sg:a6d49507c9d4476d889c181fc96990bd,34.255148999999996,-118.501407,Granada Hills,91344,Granada Hills
sg:a9a331fdd1684efc861729da3430fa7a,34.151998,-118.36565300000001,Toluca Lake,91602,Toluca Lake
sg:aa5880e2e99545c281aa8da7a8537032,33.906802,-118.208992,Compton,90221,Compton
sg:aa7b79f3849a414991b98c67d965385d,34.103988,-117.82131499999998,San Dimas,91773,San Dimas
sg:b225a19e6f934f1d85d9253e0f49a18a,33.920142,-118.07314699999999,Norwalk,90650,Norwalk
sg:b23207f891cd491e8305e4500e2b9077,34.119894,-117.93362900000001,Azusa,91702,Azusa
sg:b2d98f28ad8b46969a3e6aa1490b1783,34.049378999999995,-118.30846799999999,Los Angeles,90006,Koreatown
sg:b34d651d67854fbdb857672e948a98ca,34.015644,-118.27868799999999,Los Angeles,90007,University Park
sg:b400ec28992441a6bb4336f0057bd0e1,33.938589,-118.34364099999999,Inglewood,90303,Inglewood
sg:b4de316427584f5a9821e8351af8e404,34.06831,-118.405922,Beverly Hills,90210,Beverly Hills
sg:b64af07d09614350aae82adea53d7634,34.038345,-118.42181799999999,Los Angeles,90064,Rancho Park
sg:b6f90f04f79a4423b58b81ef0f3033cc,34.027857,-118.409453,Los Angeles,90034,Palms
sg:b7f38ce5255444ebbd07b466f544876b,34.201513,-118.563051,Canoga Park,91306,Winnetka
sg:b835c0a03dcc432dbbf4efec82cec4b6,33.986328,-118.39175800000001,Culver City,90230,Culver City
sg:b89bec2b18b04f45b9f38cca3fdd50c5,34.00033,-118.440976,Los Angeles,90066,Mar Vista
sg:bd8550ccc49b4b95a666d4244f5161ec,34.156525,-118.48312,Encino,91436,Encino
sg:c01bb9339cb748f7983c892691b75571,34.108047,-117.748318,Pomona,91767,Pomona
sg:c0437230bb65466dad5ec1b8e4248aaf,34.065542,-118.4691,Los Angeles,90049,Brentwood
sg:c38c4f5b47ed489daa09f752d2169145,34.178934000000005,-118.30113300000001,Burbank,91502,Burbank
sg:c61c7de8e2704b14af23e6debb00d675,33.850676,-118.138419,Lakewood,90712,Lakewood
sg:c94d75c6413f4ecfb8a289ca70d5fdd5,34.193496,-118.519574,Reseda,91335,Reseda
sg:ca42dbb3bbb24e61a7556d5b32cb1488,34.184385,-118.445798,Van Nuys,91401,Valley Glen
sg:cc31df605f214963b37cfce5c0e1f2a7,34.0657,-118.343848,Los Angeles,90036,Melrose
sg:cefbbbe0b6734f5eb972080e1de4c446,34.004379,-118.077528,Pico Rivera,90660,Pico Rivera
sg:d0157ad86b3143f4a52def6e4fb7227b,34.373246,-118.52104399999999,Newhall,91321,Santa Clarita
sg:d112e18538544e33800d4848483d5ab0,34.055167,-118.308374,Los Angeles,90006,Koreatown
sg:d1a4b81e39324e9aa21716990d5380eb,34.086606,-117.97604,Baldwin Park,91706,Baldwin Park
sg:d60aae8c7bbc4127afa75907ec8038fc,34.135512,-118.239185,Glendale,91205,Glendale
sg:d6ac3f5843e147a28a1e42a408cd34e5,34.674278,-118.16756399999998,Lancaster,93536,Del Sur
sg:da0ffdd67d924905a17c0d9721def1c5,34.058741,-118.397502,Beverly Hills,90212,Beverly Hills
sg:dae4e572ad1e457c976d0aae31109f32,34.416109999999996,-118.46673999999999,Canyon Country,91351,Santa Clarita
sg:dc5b7ebd887447aeaa30ff6edf58af7d,33.998568,-117.845795,Diamond Bar,91789,Walnut
sg:dc83ece9fed44624851fbec5e39322f1,33.832710999999996,-118.127024,Long Beach,90808,missing
sg:dcecce0d2c3745a5afd041c3d19e4b95,33.881263,-118.01104,Whittier,90601,Whittier
sg:dcef0013bc8f47ba99833291f9d14059,34.259409000000005,-118.311854,Sunland,91040,Shadow Hills
sg:dd0ce5a472c3413b8cc404ff761aac8d,33.787999,-118.123733,Long Beach,90815,missing
sg:ddef2f38441b4812a7e5dae6259191bc,34.053644,-118.25501799999999,Los Angeles,90071,Downtown Bunker Hill
sg:df62160cb4e64bddaac1594c7f741ca1,33.934271,-118.144641,Downey,90242,Downey
sg:e3f9ce72e36d4edeb1013319e393f47f,34.288239000000004,-118.424029,San Fernando,91340,San Fernando
sg:e6cd82d67b0545109d2cd2ec54ba3738,34.090792,-118.38680500000001,West Hollywood,90069,West Hollywood
sg:e6d08832b1f443e3b917f6fe41da86ec,34.047503000000006,-118.61943899999999,Malibu,90265,Malibu
sg:e9594b718d7b41f2a4bb8692b5dfd56e,34.146442,-118.240629,Glendale,91205,Glendale
sg:e9d95a045a794bb0bb12cf0f8294b6b0,34.172973,-118.527697,Tarzana,91356,Tarzana
sg:ea8142d20f95464b90429e1b28624e82,33.797837,-118.25104099999999,Wilmington,90744,Wilmington
sg:ea8cce3773414b8d9e86969a54f8410d,34.030367,-118.49713899999999,Santa Monica,90403,Santa Monica
sg:ec15c11613534831ad4528cb11b80209,34.043471000000004,-118.200677,Los Angeles,90033,Boyle Heights
sg:ec6ab22a08684a65a9f7f09e8f2222c4,33.972827,-118.21480700000001,Huntington Park,90255,Huntington Park
sg:ed222c4149564fb9b23025974cacab90,33.828423,-118.334554,Torrance,90503,Torrance
sg:ee605a195e564848a1afa7124faaa6e0,34.046091,-118.24522900000001,Los Angeles,90013,Central
sg:ee934401ede0400aa3a7ec3b3d53aa69,34.215713,-118.467554,Van Nuys,91406,Lake Balboa
sg:ef6c27989e334571869de5b7a348a329,33.872198,-118.317651,Torrance,90504,Torrance
sg:f18f65d42aaa422b8191a30a18d4fafb,33.937464,-118.353261,Inglewood,90304,Lennox
sg:f6f536eacd3c44478789229dadf2e44f,34.047707,-118.28461499999999,Los Angeles,90006,Koreatown
sg:f797c18a453e400f9d1ddfec982d08f8,34.001678000000005,-118.482818,Santa Monica,90405,Santa Monica
sg:f8f6d1060cd6421a80294bb2b31790ce,34.067240000000005,-118.396103,Beverly Hills,90210,Beverly Hills
sg:ff6aaa3a76bd417fa6d7ad4412d74a3a,34.048937,-118.254907,Los Angeles,90014,Downtown Historic Core
sg:05f00f835edd4856afd5a0add2927b02,34.202009999999994,-118.413619,North Hollywood,91605,Hollywood
sg:0794084073dc478f96ce6a0c5c6084ca,33.911915,-118.07435600000001,Norwalk,90650,Norwalk
sg:08c21047cee840e0899d1adef81831b8,34.076656,-118.020724,El Monte,91732,El Monte
sg:0cd42a03fcbe41e4b1a9bf1699c9cf75,34.208616,-118.62281899999999,Los Angeles,91304,West Hills
sg:0d06e368d04e451a8f8b0eab2fb09491,33.902282,-118.32679099999999,Hawthorne,90250,Hawthorne
sg:0d4e79ee25054b81b885e050adfdf5a3,33.992876,-118.47881399999999,Venice,90291,Venice
sg:0d835647ee9143abb9a85ba2546c7b3e,34.061514,-118.473703,Los Angeles,90049,Brentwood
sg:0de9bdcef0514b0886193956e4ec4879,34.085163,-118.19499499999999,Los Angeles,90032,El Sereno
sg:105bb360c6f64dd69567e725e052661e,33.865261,-118.32386000000001,Torrance,90504,Torrance
sg:157de17009e24a0ca5c03ce6002aeca0,34.045183,-118.25665,Los Angeles,90014,Downtown Historic Core
sg:1615f7347fe34eeeaa6c7bb1d0b5ff2f,34.062246,-118.286775,Los Angeles,90010,Wilshire Center
sg:18827fb038a34bd2b39c81f69f807ac5,33.948138,-118.08361299999999,Santa Fe Springs,90670,Santa Fe Springs
sg:192c5c26fff3466fb41052ef867b3c31,34.053252,-118.06553500000001,South El Monte,91733,El Monte
sg:200f5ec107c44f94873f0201f85edf15,34.169447999999996,-118.34356399999999,Burbank,91505,Burbank
sg:21125061f701442bbb35e903a214e04d,33.737423,-118.29565500000001,San Pedro,90731,San Pedro
sg:2208df4365fa4883966c9b13e7c71240,34.016576,-118.40548899999999,Culver City,90232,Culver City
sg:25dfe3953b3947fc9bccd38bc68883cf,34.091621999999994,-118.27930900000001,Los Angeles,90026,Echo Park
sg:263d03766f834f8dbfef3b513f4a0e65,33.925292999999996,-117.95079399999999,La Habra,90631,La Habra Heights
sg:2709c28f96bb4e70bc86020b6d427f19,34.063128000000006,-118.298578,Los Angeles,90020,Hancock Park
sg:2795836a9d0243e189410f9309469189,34.106357,-117.80823899999999,San Dimas,91773,San Dimas
sg:27d828a7766a4857b7882a44db4559d9,33.879989,-118.334399,Torrance,90504,Torrance
sg:285b44b08a4a4a0697dafbaac1e6b235,34.01733,-118.255306,Los Angeles,90011,missing
sg:299f10231dda4fecad95fa4664fd3ec0,34.199036,-118.3744,North Hollywood,91605,Hollywood
sg:2c4a9d8ed2aa4164825a40766849ce83,34.035393,-118.265454,Los Angeles,90015,South Park
sg:2d6ca53b9f914c278319b594a822808c,34.219615999999995,-118.56993500000002,Canoga Park,91306,Winnetka
sg:2d7adecf14ce44009bd64e51538e65ce,34.04945,-117.997152,La Puente,91746,Bassett
sg:2fc7679b3b93476b91c6755897b38247,34.071642,-118.35773999999999,Los Angeles,90036,Melrose
sg:307d7c9a5680485a8b993326baff4120,34.231398999999996,-118.53580500000001,Northridge,91324,Northridge
sg:314d56697d9a47bea1432a1923e957ee,34.129486,-117.852732,Glendora,91741,Glendora
sg:31987e606c9a4707b983b852d6aa1ff2,34.083738000000004,-118.382977,West Hollywood,90069,West Hollywood
sg:32e736f2bdad40b2b5bc4df94077c7f0,34.074268,-118.32338200000001,Los Angeles,90004,Hancock Park
sg:3349af3100264a8bbca293144d249c0d,33.984481,-118.22478500000001,Huntington Park,90255,Huntington Park
sg:347bb52c9c2a4752b82a63c11a06f5b1,34.203764,-118.225822,Glendale,91208,Glendale
sg:35526104435f46ca910b801b2564bffc,33.924126,-117.938745,La Habra,90631,La Habra Heights
sg:35d2545e82d5445f9b8ce757ede11f0e,34.165366,-118.282297,Glendale,91201,Glendale
sg:36b65d8e7b0346feb44e52bb1dfdd7a3,34.225532,-118.46728700000001,North Hills,91343,North Hills
sg:37534001fd6d442f840f49588e9cdd1f,34.1212,-117.719305,Claremont,91711,Claremont
sg:38c752151e1145fbbadcd2fc91ffc9c2,34.074159,-117.89134399999999,West Covina,91791,Covina
sg:3aa603fa4ef64df3b8affd8c963d586d,34.046353,-118.28116200000001,Los Angeles,90006,Koreatown
sg:3cc96422341f4b8b98fbca52c7d14df0,33.953869,-118.113492,Downey,90240,Downey
sg:3fddaa28d7db4912a8bc2316e1d3b5bb,33.946358000000004,-118.338571,Inglewood,90303,Inglewood
sg:408d597152924409a4a4c127a6f4b44c,34.145044,-118.15378500000001,Pasadena,91105,Pasadena
sg:4168d89791984c8fa51d94fad3dfd0a8,34.229267,-118.247098,La Crescenta,91214,Glendale
sg:42c2d954b4ae4d3191e3302d117f8011,34.056540000000005,-118.27755900000001,Los Angeles,90057,Westlake
sg:43305fe6457c4bd68840d8aec1834621,34.051078000000004,-118.460205,Los Angeles,90025,San Pedro
sg:4438ffaa74a7494f8f47b78ceca65632,34.022459999999995,-118.28499599999999,Los Angeles,90089,missing
sg:4654b852e4964eaa8243efed802a6bdb,34.084554,-118.122671,Alhambra,91801,Alhambra
sg:493c3a9b30334785be40717c60734f76,33.812069,-118.348688,Torrance,90505,Torrance
sg:4b1d65ddbfb14fccbf226855953d347c,34.160512,-118.076039,Pasadena,91107,Pasadena
sg:4ef2d55e47424081aec3507604cc59d3,34.144933,-118.144548,Pasadena,91101,Pasadena
sg:4f38768ed6d045e3bb0508de23bda15f,33.925098999999996,-118.25786799999999,Los Angeles,90059,Willowbrook
sg:516c2892e7d74fd6a48591ba185cc53d,33.903445,-118.14583600000002,Paramount,90723,Paramount
sg:516e68e189944b758cc0cea0eeb9ac6d,34.049638,-118.21328899999999,Los Angeles,90033,Boyle Heights
sg:5318f4ed1d3f41cea6ffa87d77360773,34.037265999999995,-118.256026,Los Angeles,90015,South Park
sg:5382627648f84384aa6ad66b56f2e179,33.817661,-118.167203,Long Beach,90807,missing
sg:53dfdc34593c4e55812587c3a11f7b27,33.986697,-118.22979,Huntington Park,90255,Huntington Park
sg:55198d6d376948cabc9cd459ac2f545e,33.920415000000006,-118.07302800000001,Norwalk,90650,Norwalk
sg:5900f7415693499781258008eedd951a,34.121058000000005,-118.203997,Los Angeles,90042,Highland Park
sg:5b4564e0b99b4b34965a7fcc0a8d72c2,34.588004,-118.14195900000001,Palmdale,93551,Leona Valley
sg:5f0465cba9624216a96c53e93c98dfd1,34.408474,-118.461396,Santa Clarita,91351,Santa Clarita
sg:60cdbd26a1e64e3a8aa87980bb5381bb,33.911934,-118.09858899999999,Norwalk,90650,Norwalk
sg:61561778269c4ab9becca56772f4e037,33.883382,-118.351882,Lawndale,90260,Lawndale
sg:621b2a15810f4391ab5b72d0f8b4f54d,34.017314,-118.410048,Los Angeles,90034,Palms
sg:63707358170c4c98871411f799e2bfb1,34.04724,-118.2706,Los Angeles,90015,South Park
sg:65263fc6216b4dc0a0df0a7baa2891c9,34.093993,-118.129857,Alhambra,91801,Alhambra
sg:66788bbde0cf4c75b2e781e75ee57082,34.264627000000004,-118.521822,Granada Hills,91344,Granada Hills
sg:66792a6f02714232a55f85e450a8b29f,34.201877,-118.6282,West Hills,91307,West Hills
sg:691f38b18cd64a7783171a4162ce11e8,33.868586,-118.206474,Compton,90221,Compton
sg:69d5b90920c149ecb1e5ec84dbac9e20,34.165438,-118.46856399999999,Sherman Oaks,91403,Sherman Oaks
