community,risk_score,risk_level
Acton,0.3292681264352897,1
Agoura Hills,0.20869886190562828,1
Agua Dulce,0,0
Alhambra,0.4249951478727997,2
Altadena,0.44631984920294177,2
Arcadia,0.280289101027223,1
Artesia,0.5003514907747263,2
Atwater Village,0.40323107286675225,2
Azusa,0.7150536483067917,4
Baldwin Hills,0.5584942402806433,3
Baldwin Park,0.7589065686126677,4
Bassett,0.7805187660013687,4
Bel Air Estates,0,0
Bell,0.7536231937697783,4
Beverly Hills,0.36601700348775384,2
Boyle Heights,0.7994719198996376,4
Bradbury,0.3935008705097685,2
Brentwood,0.2430043160841891,1
Burbank,0.3867574046839374,2
Canoga Park,0.6277600205661852,3
Carson,0.5921932011282353,3
Castaic,0.8456759516589465,4
Central,0.7285360904281497,4
Century City,0.19579827554045207,1
Cerritos,0.3347247092067681,1
Chatsworth,0.4952124419879502,2
Chinatown,0.3188050142716227,1
Claremont,0.33463749667349973,1
Commerce,0.7997986193642668,4
Compton,0.7880922258148022,4
Covina,0.7144673966381053,4
Cudahy,0.8084641349143744,4
Culver City,0.2926692857030322,1
Del Sur,0,0
Diamond Bar,0.3131589465133341,1
Downey,0.7240653403466631,4
Downtown,0.4414627633372566,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.6161134814478643,3
Eagle Rock,0.43869719767480553,2
East Hollywood,0.5429566240005907,3
East Los Angeles,0.8169796497544695,4
Echo Park,0.40367917688736676,2
El Monte,0.752655559545022,4
El Segundo,0.3427774531044425,1
El Sereno,0.6886496374263785,3
Encino,0.2890567371908967,1
Florence-Firestone,0.831145422419695,4
Gardena,0.585251906887434,3
Glassell Park,0.5292959430521607,3
Glendale,0.46937106637647,2
Glendora,0.6494833599548765,3
Granada Hills,0.54018092562014,3
Hacienda Heights,0.5917211687952467,3
Hancock Park,0.34581609656313606,2
Harbor City,0.5633449802028153,3
Harbor Gateway,0.7039200449650508,4
Hawaiian Gardens,0.7123733343758644,4
Hawthorne,0.6495461617669989,3
Hermosa Beach,0.37310360657093433,2
Hi Vista,0,0
Hidden Hills,0.16915493222683595,1
Highland Park,0.5854354515447981,3
Hollywood,0.4202967124855544,2
Huntington Park,0.7786921308181542,4
Hyde Park,0.6541931668790067,3
