community,risk_score,risk_level
Acton,0.3354764580991632,1
Agoura Hills,0.19562679084372603,1
Agua Dulce,0,0
Alhambra,0.4176869400699964,2
Altadena,0.39597737493711693,2
Arcadia,0.2627604615802443,1
Artesia,0.5004172485438877,2
Atwater Village,0.40135898330340264,2
Azusa,0.692708671579035,3
Baldwin Hills,0.5027659814056143,2
Baldwin Park,0.7616556440081221,4
Bassett,0.7262196009526147,4
Bel Air Estates,0,0
Bell,0.746704765580697,4
Beverly Hills,0.3462323636608486,2
Boyle Heights,0.796819309420047,4
Bradbury,0.05304858249032097,1
Brentwood,0.23341599356377124,1
Burbank,0.3768859979476721,2
Canoga Park,0.6060000999125765,3
Carson,0.5614364792203126,3
Castaic,0.8371712032673165,4
Central,0.7180597164555843,4
Century City,0.16574264960020446,1
Cerritos,0.32135670884249573,1
Chatsworth,0.46878217254725,2
Chinatown,0.2856283239144915,1
Claremont,0.31364667136727803,1
Commerce,0.7743465762574521,4
Compton,0.7800201367013739,4
Covina,0.694587976852371,4
Cudahy,0.7847365231172043,4
Culver City,0.2670209292971591,1
Del Sur,0,0
Diamond Bar,0.31413028716152436,1
Downey,0.7221670801827929,4
Downtown,0.4361105024357332,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.6094629163767418,3
Eagle Rock,0.3940605379383948,2
East Hollywood,0.5337572451973376,3
East Los Angeles,0.797971035617807,4
Echo Park,0.41687123612040705,2
El Monte,0.7165897728805185,4
El Segundo,0.31845585945630905,1
El Sereno,0.7130418027083445,4
Encino,0.2824436340973925,1
Florence-Firestone,0.8281212662878314,4
Gardena,0.5429089566655878,3
Glassell Park,0.5263784543854076,3
Glendale,0.4677827891560441,2
Glendora,0.6243190907744307,3
Granada Hills,0.5408148335793226,3
Hacienda Heights,0.5551292505935135,3
Hancock Park,0.34417555195756677,2
Harbor City,0.5318187294082279,3
Harbor Gateway,0.6663314194674255,3
Hawaiian Gardens,0.7267389745313058,4
Hawthorne,0.6158533180019208,3
Hermosa Beach,0.3499498219431829,2
Hi Vista,0,0
Hidden Hills,0.1539825288008128,1
Highland Park,0.5581647453826739,3
Hollywood,0.4194412104039191,2
Huntington Park,0.7653914717825786,4
Hyde Park,0.662468300763148,3
Inglewood,0.6322125915592391,3
Jefferson Park,0.7144611500651216,4
Koreatown,0.5966091045130928,3
La Habra Heights,0.48667763509127315,2
La Mirada,0.5295659590541203,3
La Puente,0.7335172116189379,4
La Verne,0.4545947877002971,2
Ladera Heights,0,0
Lake Balboa,0.5909868236550503,3
Lake Hughes,0,0
Lake Los Angeles,0.5903231894314697,3
Lakewood,0.396639689618842,2
Lancaster,0.5949902202306449,3
Lawndale,0.5547381941275318,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.7094520815413274,4
Llano,0,0
Lomita,0.30855975345896663,1
Los Feliz,0.2892845716519784,1
Lynwood,0.8078806503025449,4
Malibu,0.26640453353315846,1
Manhattan Beach,0.2780536506477512,1
Mar Vista,0.24184043429353266,1
Marina del Rey,0,0
Marina Peninsula,0.23016545191946594,1
Maywood,0.7453046381026771,4
Melrose,0.4979452871210809,2
Mid-City,0,0
missing,0,0
Mission Hills,0.6714914738859696,3
Monrovia,0.5553100349515091,3
Montebello,0.6836038914827332,3
Monterey Park,0.43116565726508294,2
North Hills,0.7110560631242535,4
North Hollywood,0.5899084119239532,3
Northridge,0.5296628208937869,3
Norwalk,0.7097030865038546,4
Pacific Palisades,0.19235488302573958,1
Pacoima,0.7521459228401629,4
Palmdale,0.6687292462938772,3
Palms,0.34824225291164546,2
Panorama City,0.7394041240115772,4
Paramount,0.7350938230466781,4
Pasadena,0.49776846043411077,2
Pico Rivera,0.7656374269005848,4
Playa Vista,0.34141864998561045,2
Pomona,0.7221689445648102,4
Porter Ranch,0.3028530620813171,1
Rancho Palos Verdes,0.27332904964194976,1
Rancho Park,0.29944634087490823,1
Redondo Beach,0.2774516364329072,1
Reseda,0.5881104433620582,3
Rosemead,0.464337410553547,2
Rosewood,0,0
Rowland Heights,0.38015840212212504,2
San Dimas,0.4325473419712975,2
San Fernando,0.582077242242098,3
San Gabriel,0.39729027903693076,2
San Marino,0.19860703134757088,1
San Pedro,0.6127074548025512,3
Santa Catalina Island,0,0
Santa Clarita,0.43423560285371415,2
Santa Fe Springs,0.6429489773955388,3
Santa Monica,0.23046321476874032,1
Shadow Hills,0.4316983434948965,2
Sherman Oaks,0.27962185372063403,1
Sierra Madre,0.2442067087402419,1
Signal Hill,0.5780906706631698,3
South Gate,0.7855673046475532,4
South Los Angeles,0,0
South Park,0.7160784223551685,4
South Pasadena,0.22937427213117456,1
Stevenson Ranch,0.38325909634264826,2
Studio City,0.2789501540520976,1
Sun Valley,0.697344572738975,4
Sun Village,0,0
Sylmar,0.744059480899949,4
Tarzana,0.44864999432835717,2
Temple City,0.4241452485688779,2
Toluca Lake,0.2853000320122192,1
Toluca Terrace,0.43740512671465237,2
Torrance,0.300661012367603,1
Tujunga,0.5603736881743626,3
University Park,0.7844530415731197,4
Valencia,0,0
Valley Glen,0.5699346022421952,3
Valley Village,0.49129024398733073,2
Van Nuys,0.6890120390131472,3
Venice,0.2681856091574824,1
Vernon,0.599457427487267,3
Walnut,0.288392282188625,1
Watts,0.8280547813346248,4
West Adams,0.6688357879988057,3
West Hills,0.38231081090165087,2
West Hollywood,0.33168438153316715,1
Westchester,0.23507228575607964,1
Westlake,0.7367827722171671,4
Westlake Village,0.2654839250325776,1
Westwood,0.18932996785707243,1
Whittier,0.6185963144317688,3
Willowbrook,0.8143412014487323,4
Wilmington,0.7584515000267623,4
Wilshire Center,0.4580565622591753,2
Winnetka,0.58131475095346,3
Woodland Hills,0.3001087890577845,1
