day,community,risk_score,risk_level
2020-08-09,Venice,0.43098401780703943,2
2020-08-10,Venice,0.4362919532503035,2
2020-08-07,Venice,0.4154739420031606,1
2020-08-05,Venice,0.39765125196605633,1
2020-08-06,Venice,0.3971845755231007,1
2020-08-08,Vernon,0.4325741137462648,2
2020-08-04,Vernon,0.4120461662336831,1
2020-08-09,Vernon,0.2874144012629509,1
2020-08-10,Vernon,0.24549916997135718,1
2020-08-07,Vernon,0.41411588917550335,1
2020-08-05,Vernon,0.40991660330555546,1
2020-08-06,Vernon,0.414143618033885,1
2020-08-08,Walnut,0.4399976457221026,2
2020-08-04,Walnut,0.43727374237248634,2
2020-08-09,Walnut,0.38016189694460434,1
2020-08-10,Walnut,0.3657870482335107,1
2020-08-07,Walnut,0.4535113523809877,2
2020-08-05,Walnut,0.42602141068724764,2
2020-08-06,Walnut,0.43052146559218624,2
2020-08-08,Watts,0.8052953993652178,4
2020-08-04,Watts,0.7948735377237244,4
2020-08-09,Watts,0.7810318110572813,4
2020-08-10,Watts,0.7241455270480948,4
2020-08-07,Watts,0.7516405643192016,4
2020-08-05,Watts,0.7652689914309981,4
2020-08-06,Watts,0.7691285521404344,4
2020-08-08,West Adams,0.6231360278232769,4
2020-08-04,West Adams,0.5825985366038968,3
2020-08-09,West Adams,0.5751686213629036,3
2020-08-10,West Adams,0.5354441824303242,3
2020-08-07,West Adams,0.592789868949078,4
2020-08-05,West Adams,0.5837956227223788,3
2020-08-06,West Adams,0.5861042531998228,3
2020-08-08,West Hills,0.4616497283230487,2
2020-08-04,West Hills,0.43881406647803484,2
2020-08-09,West Hills,0.42713998942785947,2
2020-08-10,West Hills,0.41178355963222496,1
2020-08-07,West Hills,0.43729527859130485,2
2020-08-05,West Hills,0.44652465451420786,2
2020-08-06,West Hills,0.440003847122287,2
2020-08-08,West Hollywood,0.3975935233344153,1
2020-08-04,West Hollywood,0.37169977550565525,1
2020-08-09,West Hollywood,0.359183903446436,1
2020-08-10,West Hollywood,0.35594783811374525,1
2020-08-07,West Hollywood,0.38438448746396375,1
2020-08-05,West Hollywood,0.37344506055485743,1
2020-08-06,West Hollywood,0.38111298159110385,1
2020-08-08,Westchester,0.37610209517680737,1
2020-08-04,Westchester,0.3664023978476518,1
2020-08-09,Westchester,0.35133054323374163,1
2020-08-10,Westchester,0.3514492458999823,1
2020-08-07,Westchester,0.36712352107999724,1
2020-08-05,Westchester,0.36232256525362727,1
2020-08-06,Westchester,0.3637799677788284,1
2020-08-08,Westlake,0.6567341774745425,4
2020-08-04,Westlake,0.6191827341271837,4
2020-08-09,Westlake,0.6011121495240064,4
2020-08-10,Westlake,0.5720903484410769,3
2020-08-07,Westlake,0.6170067468898836,4
2020-08-05,Westlake,0.6241549391201336,4
2020-08-06,Westlake,0.6185416422197263,4
2020-08-08,Westlake Village,0.444587676447674,2
2020-08-04,Westlake Village,0.4159784328475103,1
2020-08-09,Westlake Village,0.3575398051475438,1
2020-08-10,Westlake Village,0.3352865833986848,1
2020-08-07,Westlake Village,0.4243911322286604,2
2020-08-05,Westlake Village,0.43277986842516014,2
2020-08-06,Westlake Village,0.41971838526608846,2
2020-08-08,Westwood,0.34713788649425964,1
2020-08-04,Westwood,0.3232726951560256,1
2020-08-09,Westwood,0.29856654941357996,1
2020-08-10,Westwood,0.29763654847015186,1
2020-08-07,Westwood,0.3251050085942015,1
2020-08-05,Westwood,0.324794773191256,1
2020-08-06,Westwood,0.3472126446275567,1
2020-08-08,Whittier,0.6113449977543739,4
2020-08-04,Whittier,0.5859388685921076,3
2020-08-09,Whittier,0.5784853151594779,3
2020-08-10,Whittier,0.5355469885036517,3
2020-08-07,Whittier,0.6070333236244055,4
2020-08-05,Whittier,0.5922187331490733,3
2020-08-06,Whittier,0.590316837585704,3
2020-08-08,Willowbrook,0.7412054763664886,4
2020-08-04,Willowbrook,0.7448008588638093,4
2020-08-09,Willowbrook,0.6948543135499838,4
2020-08-10,Willowbrook,0.7074005522076856,4
2020-08-07,Willowbrook,0.7311465687828883,4
2020-08-05,Willowbrook,0.7323643510603459,4
2020-08-06,Willowbrook,0.7111795376216867,4
2020-08-08,Wilmington,0.7020378999462485,4
2020-08-04,Wilmington,0.7151592248561405,4
2020-08-09,Wilmington,0.6665851808625118,4
2020-08-10,Wilmington,0.6300326012765242,4
2020-08-07,Wilmington,0.683870645605713,4
2020-08-05,Wilmington,0.6894660870964114,4
2020-08-06,Wilmington,0.7046067172889505,4
2020-08-08,Wilshire Center,0.43981909598190694,2
2020-08-04,Wilshire Center,0.4190273376316217,2
2020-08-09,Wilshire Center,0.3298151528878244,1
2020-08-10,Wilshire Center,0.31354403619774945,1
2020-08-07,Wilshire Center,0.41920907254199835,2
2020-08-05,Wilshire Center,0.4258178625198825,2
2020-08-06,Wilshire Center,0.41668823615659356,1
2020-08-08,Winnetka,0.5182839561357493,3
2020-08-04,Winnetka,0.4666333634601412,2
2020-08-09,Winnetka,0.4775181251489815,2
2020-08-10,Winnetka,0.5179126650347354,3
2020-08-07,Winnetka,0.4959893942528599,2
2020-08-05,Winnetka,0.4846418954252909,2
2020-08-06,Winnetka,0.5056701270927433,3
2020-08-08,Woodland Hills,0.38944516611686536,1
2020-08-04,Woodland Hills,0.3712298971582348,1
2020-08-09,Woodland Hills,0.3507678175153512,1
2020-08-10,Woodland Hills,0.3407197262305136,1
2020-08-07,Woodland Hills,0.3775348197110828,1
2020-08-05,Woodland Hills,0.3688498978438818,1
2020-08-06,Woodland Hills,0.3731939067690727,1
