community,risk_score,risk_level
Acton,0.3337981027853918,1
Agoura Hills,0.22313620175233026,1
Agua Dulce,0,0
Alhambra,0.4396175776511049,2
Altadena,0.4107942247031172,2
Arcadia,0.29590863856725064,1
Artesia,0.4847315779649141,2
Atwater Village,0.4183923502118598,2
Azusa,0.7264955180056325,4
Baldwin Hills,0.570386326774568,3
Baldwin Park,0.7721665950463706,4
Bassett,0.7512712998519996,4
Bel Air Estates,0,0
Bell,0.7740220442318934,4
Beverly Hills,0.3827449084394007,2
Boyle Heights,0.8084587002874007,4
Bradbury,0.46852738804352745,2
Brentwood,0.23882598090632426,1
Burbank,0.39203048902200505,2
Canoga Park,0.6169575978106826,3
Carson,0.5751054132598294,3
Castaic,0.8989834060516461,4
Central,0.7085328326913283,4
Century City,0.2099163682298642,1
Cerritos,0.348836700846197,1
Chatsworth,0.516988681893066,3
Chinatown,0.32847922991355133,1
Claremont,0.3381549892770768,1
Commerce,0.8075330765327563,4
Compton,0.800349506036702,4
Covina,0.7293994519266123,4
Cudahy,0.8065015678651231,4
Culver City,0.311867586947722,1
Del Sur,0,0
Diamond Bar,0.3250597529166287,1
Downey,0.7352674221630461,4
Downtown,0.4511246022359456,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.6162181434486563,3
Eagle Rock,0.43846221111030537,2
East Hollywood,0.5651277268264487,3
East Los Angeles,0.8282313197369612,4
Echo Park,0.42740492757721144,2
El Monte,0.7668357459414306,4
El Segundo,0.3572214003260707,2
El Sereno,0.6946242878359823,4
Encino,0.2953595736815033,1
Florence-Firestone,0.8283033435255365,4
Gardena,0.5987759721468476,3
Glassell Park,0.52866323748418,3
Glendale,0.4652272534531603,2
Glendora,0.6821169250163445,3
Granada Hills,0.5569734335474734,3
Hacienda Heights,0.5788965265130069,3
Hancock Park,0.37588192308068197,2
Harbor City,0.5739531471470328,3
Harbor Gateway,0.6890994801043464,4
Hawaiian Gardens,0.7229304560699147,4
Hawthorne,0.6504653560706171,3
Hermosa Beach,0.37754281898582676,2
Hi Vista,0,0
Hidden Hills,0.19190839019215694,1
Highland Park,0.6029264404554076,3
Hollywood,0.4406073600407671,2
Huntington Park,0.7676268626211269,4
Hyde Park,0.6864916463253028,4
Inglewood,0.6606783273739464,3
Jefferson Park,0.7351450451816515,4
Koreatown,0.6375318001089716,3
La Habra Heights,0.4877894644161731,2
La Mirada,0.5631135716864021,3
La Puente,0.7342320642484635,4
La Verne,0.4757208208318425,2
Ladera Heights,0,0
Lake Balboa,0.5955926229208269,3
Lake Hughes,0,0
Lake Los Angeles,0.6159749495680837,3
Lakewood,0.4150536838063781,2
Lancaster,0.6020505393635229,3
Lawndale,0.5753183747999487,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.7308662214693324,4
Llano,0,0
Lomita,0.358476241257144,2
Los Feliz,0.30378260770742194,1
Lynwood,0.7972983246688504,4
Malibu,0.28857718087770984,1
Manhattan Beach,0.31013960695498693,1
Mar Vista,0.25333389834012565,1
Marina del Rey,0,0
Marina Peninsula,0.24867281296963606,1
Maywood,0.7608503565104935,4
Melrose,0.5336588394304915,3
Mid-City,0,0
missing,0,0
Mission Hills,0.6623151249581146,3
Monrovia,0.5909910660139259,3
Montebello,0.6995201474518395,4
Monterey Park,0.4774720409114619,2
North Hills,0.7495944418094715,4
North Hollywood,0.619947873917781,3
Northridge,0.5386821885602957,3
Norwalk,0.736443771297109,4
Pacific Palisades,0.22926513555227476,1
Pacoima,0.7731790327075092,4
Palmdale,0.6771231204245783,3
Palms,0.4031229043008056,2
Panorama City,0.7668459661246647,4
Paramount,0.7974704215443355,4
Pasadena,0.5448743879959107,3
Pico Rivera,0.7600521339475597,4
Playa Vista,0.3834347883612831,2
Pomona,0.7526150251612512,4
Porter Ranch,0.3256024910790694,1
Rancho Palos Verdes,0.28565025079296874,1
Rancho Park,0.3073286005089193,1
Redondo Beach,0.33021233786298065,1
Reseda,0.624860661889798,3
Rosemead,0.49017855314576175,2
Rosewood,0,0
Rowland Heights,0.4340085240644168,2
San Dimas,0.47905288900567655,2
San Fernando,0.582279028509367,3
San Gabriel,0.41335741799215275,2
San Marino,0.24460446259656973,1
San Pedro,0.6470214515430351,3
Santa Catalina Island,0,0
Santa Clarita,0.46196215950785846,2
Santa Fe Springs,0.6887599901468765,4
Santa Monica,0.2502359697113946,1
Shadow Hills,0.49788981330862747,2
Sherman Oaks,0.3020409515747055,1
Sierra Madre,0.2856772183134698,1
Signal Hill,0.6331562613110931,3
South Gate,0.8040658961162066,4
South Los Angeles,0,0
South Park,0.721769835841799,4
South Pasadena,0.2675369712380593,1
Stevenson Ranch,0.4101068839680277,2
Studio City,0.2971005801867753,1
Sun Valley,0.733800321997812,4
Sun Village,0,0
Sylmar,0.7658372820160224,4
Tarzana,0.4605671690112209,2
Temple City,0.44567036367338475,2
Toluca Lake,0.3210031529014293,1
Toluca Terrace,0.4055309737984576,2
Torrance,0.3285903143116822,1
Tujunga,0.5227611920747464,3
University Park,0.7532484328482256,4
Valencia,0,0
Valley Glen,0.6065617237236022,3
Valley Village,0.514080376685331,2
Van Nuys,0.7157159675541753,4
Venice,0.29546313764875093,1
Vernon,0.6231453018506635,3
Walnut,0.3317487373077522,1
Watts,0.8412928407784502,4
West Adams,0.6968736874796249,4
West Hills,0.41448157241214845,2
West Hollywood,0.3629751821424226,2
Westchester,0.25325967056900234,1
Westlake,0.7587812431522802,4
Westlake Village,0.2833710159143894,1
Westwood,0.20158308464317037,1
Whittier,0.6609769517753378,3
Willowbrook,0.8438102591201059,4
Wilmington,0.7665043700397551,4
Wilshire Center,0.5126701583918201,2
Winnetka,0.5996781161959179,3
Woodland Hills,0.3278768525994324,1
