community,risk_score,risk_level
Acton,0,0
Agoura Hills,0,0
Agua Dulce,0,0
Alhambra,0,0
Altadena,0,0
Arcadia,0,0
Artesia,0,0
Atwater Village,0,0
Azusa,0,0
Baldwin Hills,0,0
Baldwin Park,0,0
Bassett,0,0
Bel Air Estates,0,0
Bell,0,0
Beverly Hills,0,0
Boyle Heights,0,0
Bradbury,0,0
Brentwood,0,0
Burbank,0,0
Canoga Park,0,0
Carson,0,0
Castaic,0,0
Central,0,0
Century City,0,0
Cerritos,0,0
Chatsworth,0,0
Chinatown,0,0
Claremont,0,0
Commerce,0,0
Compton,0,0
Covina,0,0
Cudahy,0,0
Culver City,0,0
Del Sur,0,0
Diamond Bar,0,0
Downey,0,0
Downtown,0,0
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0,0
Eagle Rock,0,0
East Hollywood,0,0
East Los Angeles,0,0
Echo Park,0,0
El Monte,0,0
El Segundo,0,0
El Sereno,0,0
Encino,0,0
Florence-Firestone,0,0
Gardena,0,0
Glassell Park,0,0
Glendale,0,0
Glendora,0,0
Granada Hills,0,0
Hacienda Heights,0,0
Hancock Park,0,0
Harbor City,0,0
Harbor Gateway,0,0
Hawaiian Gardens,0,0
Hawthorne,0,0
Hermosa Beach,0,0
Hi Vista,0,0
Hidden Hills,0,0
Highland Park,0,0
Hollywood,0,0
Huntington Park,0,0
Hyde Park,0,0
Inglewood,0,0
Jefferson Park,0,0
Koreatown,0,0
La Habra Heights,0,0
La Mirada,0,0
La Puente,0,0
La Verne,0,0
Ladera Heights,0,0
Lake Balboa,0,0
Lake Hughes,0,0
Lake Los Angeles,0,0
Lakewood,0,0
Lancaster,0,0
Lawndale,0,0
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0,0
Llano,0,0
Lomita,0,0
Los Feliz,0,0
Lynwood,0,0
Malibu,0,0
Manhattan Beach,0,0
Mar Vista,0,0
Marina del Rey,0,0
Marina Peninsula,0,0
Maywood,0,0
Melrose,0,0
Mid-City,0,0
missing,0,0
Mission Hills,0,0
Monrovia,0,0
Montebello,0,0
Monterey Park,0,0
North Hills,0,0
North Hollywood,0,0
Northridge,0,0
Norwalk,0,0
Pacific Palisades,0,0
Pacoima,0,0
Palmdale,0,0
Palms,0,0
Panorama City,0,0
Paramount,0,0
Pasadena,0,0
Pico Rivera,0,0
Playa Vista,0,0
Pomona,0,0
Porter Ranch,0,0
Rancho Palos Verdes,0,0
Rancho Park,0,0
Redondo Beach,0,0
Reseda,0,0
Rosemead,0,0
Rosewood,0,0
Rowland Heights,0,0
San Dimas,0,0
San Fernando,0,0
San Gabriel,0,0
San Marino,0,0
San Pedro,0,0
Santa Catalina Island,0,0
Santa Clarita,0,0
Santa Fe Springs,0,0
Santa Monica,0,0
Shadow Hills,0,0
Sherman Oaks,0,0
Sierra Madre,0,0
Signal Hill,0,0
South Gate,0,0
South Los Angeles,0,0
South Park,0,0
South Pasadena,0,0
Stevenson Ranch,0,0
Studio City,0,0
Sun Valley,0,0
Sun Village,0,0
Sylmar,0,0
Tarzana,0,0
Temple City,0,0
Toluca Lake,0,0
Toluca Terrace,0,0
Torrance,0,0
Tujunga,0,0
University Park,0,0
Valencia,0,0
Valley Glen,0,0
Valley Village,0,0
Van Nuys,0,0
Venice,0,0
Vernon,0,0
Walnut,0,0
Watts,0,0
West Adams,0,0
West Hills,0,0
West Hollywood,0,0
Westchester,0,0
Westlake,0,0
Westlake Village,0,0
Westwood,0,0
Whittier,0,0
Willowbrook,0,0
Wilmington,0,0
Wilshire Center,0,0
Winnetka,0,0
Woodland Hills,0,0
