community,risk_score,risk_level
Acton,0.3209893178739738,1
Agoura Hills,0.2013427184101919,1
Agua Dulce,0,0
Alhambra,0.41421491920928094,2
Altadena,0.4003866525348552,2
Arcadia,0.2659210483639284,1
Artesia,0.49052571605005263,2
Atwater Village,0.4092474057235811,2
Azusa,0.668425533173872,3
Baldwin Hills,0.537771627888884,3
Baldwin Park,0.6869388545034635,4
Bassett,0.6790895061031473,4
Bel Air Estates,0,0
Bell,0.730225111253848,4
Beverly Hills,0.3214124243001957,1
Boyle Heights,0.7642117230621756,4
Bradbury,0.5261025722546224,3
Brentwood,0.21967278229990367,1
Burbank,0.34525298493006357,1
Canoga Park,0.5713935373205978,3
Carson,0.519089620989668,3
Castaic,0.8491734433835729,4
Central,0.6198076480577892,3
Century City,0.19650218866225647,1
Cerritos,0.3171810431772091,1
Chatsworth,0.4245904412931447,2
Chinatown,0.3143169315920894,1
Claremont,0.31948410942801575,1
Commerce,0.7030813223121778,4
Compton,0.7298272620242223,4
Covina,0.6714608520650381,4
Cudahy,0.7502191372750352,4
Culver City,0.3005936901231697,1
Del Sur,0,0
Diamond Bar,0.29862276009018607,1
Downey,0.672474429743619,4
Downtown,0.3682513410398602,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5329080761167874,3
Eagle Rock,0.4449172884521763,2
East Hollywood,0.5542212823997845,3
East Los Angeles,0.7676420237586644,4
Echo Park,0.42282620574840396,2
El Monte,0.6835870970330638,4
El Segundo,0.32154793130056664,1
El Sereno,0.6474289241444973,3
Encino,0.2407823667921829,1
Florence-Firestone,0.792931295328635,4
Gardena,0.5069373444837171,2
Glassell Park,0.5163492662765398,3
Glendale,0.41650269575900933,2
Glendora,0.6209425531144798,3
Granada Hills,0.5240263133097287,3
Hacienda Heights,0.4987002094242587,2
Hancock Park,0.36807548495337755,2
Harbor City,0.49293658627164744,2
Harbor Gateway,0.5749198583557673,3
Hawaiian Gardens,0.7171116853459801,4
Hawthorne,0.6000344964681813,3
Hermosa Beach,0.37973499888994533,2
Hi Vista,0,0
Hidden Hills,0.18153850838449104,1
Highland Park,0.5862076794097574,3
Hollywood,0.42004103133442255,2
Huntington Park,0.730455485426009,4
Hyde Park,0.6811492411672738,4
Inglewood,0.5999019838203568,3
Jefferson Park,0.6958419262032738,4
Koreatown,0.5868565744795742,3
La Habra Heights,0.4462304510192758,2
La Mirada,0.5195057136566299,3
La Puente,0.6672900134410701,3
La Verne,0.43408941311614463,2
Ladera Heights,0,0
Lake Balboa,0.5149759858641879,2
Lake Hughes,0,0
Lake Los Angeles,0.5273226558263598,3
Lakewood,0.40069729394972065,2
Lancaster,0.5032798954811852,2
Lawndale,0.5524400070634509,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6822105770008672,4
Llano,0,0
Lomita,0.31645584022208967,1
Los Feliz,0.2986282832484864,1
Lynwood,0.7840678659201327,4
Malibu,0.31063221113478084,1
Manhattan Beach,0.3226099284136462,1
Mar Vista,0.26506983997265054,1
Marina del Rey,0,0
Marina Peninsula,0.2738840220586517,1
Maywood,0.76377148796423,4
Melrose,0.4896917905973866,2
Mid-City,0,0
missing,0,0
Mission Hills,0.5933683307037042,3
Monrovia,0.5297090787913282,3
Montebello,0.6603317491072814,3
Monterey Park,0.4456189462551173,2
North Hills,0.6541355713330608,3
North Hollywood,0.5554965047908487,3
Northridge,0.510393475221276,2
Norwalk,0.6813589331769508,4
Pacific Palisades,0.23125010378241842,1
Pacoima,0.7550488108130357,4
Palmdale,0.6196889055818053,3
Palms,0.36932281077458473,2
Panorama City,0.6823715521789218,4
Paramount,0.694879780000617,4
Pasadena,0.48034040472348505,2
Pico Rivera,0.7274078767700088,4
Playa Vista,0.37585821620400134,2
Pomona,0.6706018952123034,4
Porter Ranch,0.3177395433505656,1
Rancho Palos Verdes,0.3115680724453954,1
Rancho Park,0.2692610253590589,1
Redondo Beach,0.32796050269563326,1
Reseda,0.578692332759099,3
Rosemead,0.4681742166190408,2
Rosewood,0,0
Rowland Heights,0.41224669734126945,2
San Dimas,0.4165156821572764,2
San Fernando,0.5084477015413968,2
San Gabriel,0.39361421685642795,2
San Marino,0.21534142003847634,1
San Pedro,0.5536836933138304,3
Santa Catalina Island,0,0
Santa Clarita,0.4142910306081324,2
Santa Fe Springs,0.5286899053627948,3
Santa Monica,0.25220308022751164,1
Shadow Hills,0.4188374809025502,2
Sherman Oaks,0.29541762373881236,1
Sierra Madre,0.2877833957652103,1
Signal Hill,0.51554475911554,2
South Gate,0.7440045269410968,4
South Los Angeles,0,0
South Park,0.6610009977729383,3
South Pasadena,0.2536854054464411,1
Stevenson Ranch,0.4224727765489904,2
Studio City,0.301043756142537,1
Sun Valley,0.6104461498852348,3
Sun Village,0,0
Sylmar,0.7086233359634748,4
Tarzana,0.4155753347112169,2
Temple City,0.4146599941312747,2
Toluca Lake,0.29550536071152406,1
Toluca Terrace,0.3932167864673503,2
Torrance,0.30303558527861174,1
Tujunga,0.4658286659112337,2
University Park,0.6876555938845776,4
Valencia,0,0
Valley Glen,0.5404558126595861,3
Valley Village,0.4806977454431227,2
Van Nuys,0.6143225244785478,3
Venice,0.310292913766302,1
Vernon,0.4890921749893629,2
Walnut,0.2810836602234306,1
Watts,0.8339551564767906,4
West Adams,0.6137902584751779,3
West Hills,0.3795430511415628,2
West Hollywood,0.34410775150766926,1
Westchester,0.25009381235846945,1
Westlake,0.6661482321515505,3
Westlake Village,0.21658666554414968,1
Westwood,0.19549863096719805,1
Whittier,0.595585752359719,3
Willowbrook,0.7646338247102273,4
Wilmington,0.7321368374339192,4
Wilshire Center,0.38472942108412694,2
Winnetka,0.5683544406956466,3
Woodland Hills,0.2995681697397824,1
