community,risk_score,risk_level
Acton,0.3629714999795774,2
Agoura Hills,0.23702502168628706,1
Agua Dulce,0,0
Alhambra,0.4497571924656664,2
Altadena,0.4134682103435208,2
Arcadia,0.30259083506652257,1
Artesia,0.5060435769868923,2
Atwater Village,0.4166848701828922,2
Azusa,0.6830419852369928,4
Baldwin Hills,0.5823171450467626,3
Baldwin Park,0.7315658602442999,4
Bassett,0.7379033853251695,4
Bel Air Estates,0,0
Bell,0.7623128101954891,4
Beverly Hills,0.40248010608173496,2
Boyle Heights,0.7931068656837094,4
Bradbury,0.4618160773365391,2
Brentwood,0.27267619254055164,1
Burbank,0.39939534361642787,2
Canoga Park,0.6136560672105518,3
Carson,0.5704410997553339,3
Castaic,0.868951828950674,4
Central,0.6859980821973553,4
Century City,0.23138091175699926,1
Cerritos,0.35632449673358146,1
Chatsworth,0.5142331207480463,2
Chinatown,0.33730912414631015,1
Claremont,0.35489173324792855,1
Commerce,0.7741865616129321,4
Compton,0.7770083087227151,4
Covina,0.7038680677270234,4
Cudahy,0.8041029663196936,4
Culver City,0.3242548212968438,1
Del Sur,0,0
Diamond Bar,0.3406904900770624,1
Downey,0.7229273911213003,4
Downtown,0.4477589541933644,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5753681123299905,3
Eagle Rock,0.48018384759659066,2
East Hollywood,0.5479670571670061,3
East Los Angeles,0.8106664282189612,4
Echo Park,0.4198196526327891,2
El Monte,0.7370753620443141,4
El Segundo,0.3619642957678844,2
El Sereno,0.6706795751185208,3
Encino,0.30129750325381766,1
Florence-Firestone,0.8302716408020521,4
Gardena,0.5618337878983019,3
Glassell Park,0.5418454237911198,3
Glendale,0.46067625648855637,2
Glendora,0.6599267702952228,3
Granada Hills,0.5527045011195865,3
Hacienda Heights,0.564147026749665,3
Hancock Park,0.3900656110347082,2
Harbor City,0.5690208467017646,3
Harbor Gateway,0.6573585414397815,3
Hawaiian Gardens,0.7460229237335277,4
Hawthorne,0.6402040388465886,3
Hermosa Beach,0.38716530272717237,2
Hi Vista,0,0
Hidden Hills,0.21526448468617448,1
Highland Park,0.6108123221897843,3
Hollywood,0.4347715784517423,2
Huntington Park,0.7613718660982651,4
Hyde Park,0.6654314277688611,3
Inglewood,0.6423754993828651,3
Jefferson Park,0.6936138240057228,4
Koreatown,0.6064665791864119,3
La Habra Heights,0.46987879467437543,2
La Mirada,0.5885204484703199,3
La Puente,0.7462002275898189,4
La Verne,0.4847199063704224,2
Ladera Heights,0,0
Lake Balboa,0.5830825463658484,3
Lake Hughes,0,0
Lake Los Angeles,0.5404710074258681,3
Lakewood,0.42651526692544667,2
Lancaster,0.589274895287723,3
Lawndale,0.5773872350432646,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6939881904515888,4
Llano,0,0
Lomita,0.34112779301371726,1
Los Feliz,0.3060573030276711,1
Lynwood,0.7867786956910513,4
Malibu,0.2966077057865491,1
Manhattan Beach,0.31838084516227927,1
Mar Vista,0.2749292708494546,1
Marina del Rey,0,0
Marina Peninsula,0.25008772118858347,1
Maywood,0.7220676292075431,4
Melrose,0.5343795510073107,3
Mid-City,0,0
missing,0,0
Mission Hills,0.6795471642210833,4
Monrovia,0.5834661669750468,3
Montebello,0.6914981710272159,4
Monterey Park,0.4737627169152626,2
North Hills,0.7228817986372132,4
North Hollywood,0.6001556993601286,3
Northridge,0.5391862315253871,3
Norwalk,0.7241311095580099,4
Pacific Palisades,0.24679962812718573,1
Pacoima,0.7487443617052985,4
Palmdale,0.6559538697720695,3
Palms,0.3914581899754675,2
Panorama City,0.7356173095932366,4
Paramount,0.7445576838640102,4
Pasadena,0.5340801132915584,3
Pico Rivera,0.7410854060204587,4
Playa Vista,0.35161370752993754,1
Pomona,0.7256730668443285,4
Porter Ranch,0.3355337033688466,1
Rancho Palos Verdes,0.31007446251272375,1
Rancho Park,0.32460969939353346,1
Redondo Beach,0.32031750764643385,1
Reseda,0.6223418599043935,3
Rosemead,0.4965456035057927,2
Rosewood,0,0
Rowland Heights,0.4219525113479214,2
San Dimas,0.4676172216614202,2
San Fernando,0.5731887276574598,3
San Gabriel,0.42305509500498695,2
San Marino,0.26810833425618735,1
San Pedro,0.6149128862118842,3
Santa Catalina Island,0,0
Santa Clarita,0.4670010190183644,2
Santa Fe Springs,0.6827038167160527,4
Santa Monica,0.2657032033085634,1
Shadow Hills,0.4790387427310574,2
Sherman Oaks,0.32346635748040325,1
Sierra Madre,0.2995124500694509,1
Signal Hill,0.6129169265151924,3
South Gate,0.7729870766192469,4
South Los Angeles,0,0
South Park,0.6930149809384197,4
South Pasadena,0.30695844411853196,1
Stevenson Ranch,0.42289673952300255,2
Studio City,0.3159720456148879,1
Sun Valley,0.6945535029918195,4
Sun Village,0,0
Sylmar,0.7331574157458823,4
Tarzana,0.48928037471388364,2
Temple City,0.45314732526893486,2
Toluca Lake,0.33513270681037177,1
Toluca Terrace,0.41976195816880457,2
Torrance,0.348836653318867,1
Tujunga,0.5053860944200622,2
University Park,0.7156786903465338,4
Valencia,0,0
Valley Glen,0.5637892022930721,3
Valley Village,0.540377395812833,3
Van Nuys,0.6945640783739789,4
Venice,0.3012595306144302,1
Vernon,0.6161923861101125,3
Walnut,0.325892343484182,1
Watts,0.8601005748034839,4
West Adams,0.6884810462402159,4
West Hills,0.4240421959783383,2
West Hollywood,0.37404330941432257,2
Westchester,0.2661758261410525,1
Westlake,0.7390864330352264,4
Westlake Village,0.29759796618748785,1
Westwood,0.22489816466038964,1
Whittier,0.6362546433642295,3
Willowbrook,0.8144047026584209,4
Wilmington,0.7253957874587313,4
Wilshire Center,0.512485765741943,2
Winnetka,0.5822357563373549,3
Woodland Hills,0.33281037243193723,1
