community,risk_score,risk_level
Acton,0.380407505472706,2
Agoura Hills,0.2188122925389517,1
Agua Dulce,0,0
Alhambra,0.44988921915080793,2
Altadena,0.41497667151131845,2
Arcadia,0.2994426722915583,1
Artesia,0.47443864003032565,2
Atwater Village,0.4184575494975672,2
Azusa,0.6968999341959123,4
Baldwin Hills,0.5488801588102133,3
Baldwin Park,0.7515802566066259,4
Bassett,0.7309804987711814,4
Bel Air Estates,0,0
Bell,0.7431427970730818,4
Beverly Hills,0.40026209251983424,2
Boyle Heights,0.8077309559594625,4
Bradbury,0.08260971078280395,1
Brentwood,0.2476811520382591,1
Burbank,0.3797482621680213,2
Canoga Park,0.6008613119344512,3
Carson,0.5835537394589113,3
Castaic,0.9063084143653388,4
Central,0.6784444131324884,4
Century City,0.2251437729930392,1
Cerritos,0.3521753037118602,1
Chatsworth,0.5107538316063744,2
Chinatown,0.3248115371028843,1
Claremont,0.34406962634036736,1
Commerce,0.7632243770473572,4
Compton,0.7751392807821085,4
Covina,0.7019918739146406,4
Cudahy,0.793199214688465,4
Culver City,0.3108636127434256,1
Del Sur,0,0
Diamond Bar,0.33519167016977847,1
Downey,0.7064299457407278,4
Downtown,0.4437691931166091,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.568149042043986,3
Eagle Rock,0.45716856596887595,2
East Hollywood,0.5355705670823971,3
East Los Angeles,0.788843747205691,4
Echo Park,0.4245794890788914,2
El Monte,0.7438180054025898,4
El Segundo,0.35425543048090263,1
El Sereno,0.67885588126382,4
Encino,0.3066707682983776,1
Florence-Firestone,0.8300451940520274,4
Gardena,0.5582127959123311,3
Glassell Park,0.5385577763757936,3
Glendale,0.4575132915788413,2
Glendora,0.6479387039596176,3
Granada Hills,0.5725735423331612,3
Hacienda Heights,0.5689494905861954,3
Hancock Park,0.3831372210373367,2
Harbor City,0.5498533212579213,3
Harbor Gateway,0.6689739769349062,3
Hawaiian Gardens,0.6755196473157546,4
Hawthorne,0.6431590217659396,3
Hermosa Beach,0.3762660037075688,2
Hi Vista,0,0
Hidden Hills,0.20185219222859188,1
Highland Park,0.60041062547071955,3
Hollywood,0.4335753241741492,2
Huntington Park,0.7659439908789202,4
Hyde Park,0.6450474005135658,3
Inglewood,0.6499123104235709,3
Jefferson Park,0.724505221011217,4
Koreatown,0.6058393770319729,3
La Habra Heights,0.45298718438205376,2
La Mirada,0.5418023711719654,3
La Puente,0.7268114307997792,4
La Verne,0.4916742980848309,2
Ladera Heights,0,0
Lake Balboa,0.5710226789100035,3
Lake Hughes,0,0
Lake Los Angeles,0.5906710472717347,3
Lakewood,0.4275691573613353,2
Lancaster,0.5750098099376895,3
Lawndale,0.5642409775568595,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6893343618756183,4
Llano,0,0
Lomita,0.332118606794499,1
Los Feliz,0.30617781614126055,1
Lynwood,0.7992136644986592,4
Malibu,0.28636852141340363,1
Manhattan Beach,0.32305795669004306,1
Mar Vista,0.25982302359292014,1
