community,risk_score,risk_level
Santa Fe Springs,0.6886141658108469,3
Santa Monica,0.23853874254572052,1
Shadow Hills,0.44290332914292996,2
Sherman Oaks,0.2854529537122256,1
Sierra Madre,0.2258690374218031,1
Signal Hill,0.5905462311005656,3
South Gate,0.7812925370151971,4
South Los Angeles,0,0
South Park,0.7069349265002144,4
South Pasadena,0.26265122461370755,1
Stevenson Ranch,0.39314935081415125,2
Studio City,0.29519912950710775,1
Sun Valley,0.7257836081760904,4
Sun Village,0,0
Sylmar,0.7562617586751291,4
Tarzana,0.4556934726699831,2
Temple City,0.45064242605742827,2
Toluca Lake,0.2747755662927912,1
Toluca Terrace,0.38342265569901074,2
Torrance,0.32088555773730715,1
Tujunga,0.5253676613657782,3
University Park,0.7668597658938912,4
Valencia,0,0
Valley Glen,0.5790229682606555,3
Valley Village,0.5043439389853402,2
Van Nuys,0.698770304578982,4
Venice,0.27732965183779873,1
Vernon,0.6106746448116074,3
Walnut,0.2957052492941352,1
Watts,0.854840474614037,4
West Adams,0.6773045251805474,3
West Hills,0.39416426223623097,2
West Hollywood,0.3431982013870401,2
Westchester,0.24060817241852867,1
Westlake,0.7439002406110842,4
Westlake Village,0.2838982692208848,1
Westwood,0.19241208068875051,1
Whittier,0.6290468072049911,3
Willowbrook,0.79016500078522,4
Wilmington,0.7770809292386022,4
Wilshire Center,0.48750917832865837,2
Winnetka,0.6219931881976133,3
Woodland Hills,0.3133181051773467,1
