community,risk_score,risk_level
Acton,0.2882443112313526,1
Agoura Hills,0.1915033772891761,1
Agua Dulce,0,0
Alhambra,0.4161775885259288,2
Altadena,0.41510281534897536,2
Arcadia,0.25636805982940825,1
Artesia,0.5173781477912899,2
Atwater Village,0.38944001945279094,2
Azusa,0.6708829700753676,3
Baldwin Hills,0.5439336720623045,3
Baldwin Park,0.702171178932124,4
Bassett,0.7243318948265681,4
Bel Air Estates,0,0
Bell,0.7743891133546407,4
Beverly Hills,0.3150956605915974,1
Boyle Heights,0.8112681975384534,4
Bradbury,0.39913253574673496,2
Brentwood,0.2206752191291599,1
Burbank,0.3535850656701514,2
Canoga Park,0.5923737686190709,3
Carson,0.5753178064353582,3
Castaic,0.8356163566252023,4
Central,0.6925665496969041,4
Century City,0.1556199986929664,1
Cerritos,0.3270662360295369,1
Chatsworth,0.41111246437423743,2
Chinatown,0.3090381484620994,1
Claremont,0.3142788115207168,1
Commerce,0.7228893110305369,4
Compton,0.7635810230773916,4
Covina,0.6877796765686439,3
Cudahy,0.8241699960141604,4
Culver City,0.2777369898890307,1
Del Sur,0,0
Diamond Bar,0.2960339143499601,1
Downey,0.7005443580941577,4
Downtown,0.35266557235902257,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.536708737988519,3
Eagle Rock,0.44392233597785574,2
East Hollywood,0.5294752726557221,3
East Los Angeles,0.8085692832154324,4
Echo Park,0.39382706954184177,2
El Monte,0.7069577103130864,4
El Segundo,0.2971461715679818,1
El Sereno,0.669132352428532,3
Encino,0.22318578767035305,1
Florence-Firestone,0.8158764236618301,4
Gardena,0.5455135844603812,3
Glassell Park,0.5335697762218662,3
Glendale,0.42450254947994187,2
Glendora,0.6086025775833872,3
Granada Hills,0.5451836838091462,3
Hacienda Heights,0.5459752218626835,3
Hancock Park,0.34724895507808645,2
Harbor City,0.5392832281962705,3
Harbor Gateway,0.6546864684148449,3
Hawaiian Gardens,0.7312166768525832,4
Hawthorne,0.6218332629865281,3
Hermosa Beach,0.39052529071361747,2
Hi Vista,0,0
Hidden Hills,0.1488575608624743,1
Highland Park,0.5979803899877273,3
Hollywood,0.41035121867345287,2
Huntington Park,0.7760942607786185,4
Hyde Park,0.7157293826411153,4
Inglewood,0.6265149399243872,3
Jefferson Park,0.7388503351708937,4
Koreatown,0.6171191832048815,3
La Habra Heights,0.485639311224309,2
La Mirada,0.5234515495850187,3
La Puente,0.7134447628072216,4
La Verne,0.43000672677474244,2
Ladera Heights,0,0
Lake Balboa,0.5215222621481019,2
Lake Hughes,0,0
Lake Los Angeles,0.5405260366172447,3
Lakewood,0.40691095126853594,2
Lancaster,0.5348713625127531,3
Lawndale,0.5526450821887171,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6910958907741874,4
Llano,0,0
Lomita,0.3539916552882834,2
Los Feliz,0.2856690023445164,1
Lynwood,0.81858555176886,4
Malibu,0.2801370101161864,1
Manhattan Beach,0.3025509004940188,1
Mar Vista,0.2393410207033477,1
Marina del Rey,0,0
Marina Peninsula,0.24954705060130644,1
Maywood,0.7815284156228104,4
Melrose,0.5045587133036564,2
Mid-City,0,0
missing,0,0
Mission Hills,0.6671702727700263,3
Monrovia,0.5573979708062292,3
Montebello,0.6749253286239133,3
Monterey Park,0.44801385252446757,2
North Hills,0.7183657532524211,4
North Hollywood,0.5823171357236583,3
Northridge,0.4965212837819983,2
Norwalk,0.716515020193161,4
Pacific Palisades,0.1961430184850851,1
Pacoima,0.7806512589915547,4
Palmdale,0.644453701965604,3
Palms,0.35957464304023634,2
Panorama City,0.7302564822728671,4
Paramount,0.727012890576495,4
Pasadena,0.4984735729177433,2
Pico Rivera,0.7481357461081364,4
Playa Vista,0.37235677416379087,2
Pomona,0.7069024581953214,4
Porter Ranch,0.3145429641646582,1
Rancho Palos Verdes,0.27951494993670506,1
Rancho Park,0.27839898084960546,1
Redondo Beach,0.3157025293003944,1
Reseda,0.586194389055191,3
Rosemead,0.48212706621984547,2
Rosewood,0,0
Rowland Heights,0.40896313008753254,2
San Dimas,0.42362424959538825,2
San Fernando,0.5444914968489795,3
San Gabriel,0.41475130988878794,2
San Marino,0.18532635782307122,1
San Pedro,0.5952212825228854,3
Santa Catalina Island,0,0
Santa Clarita,0.43462029356022,2
Santa Fe Springs,0.5384024052549464,3
Santa Monica,0.24008896288362916,1
Shadow Hills,0.4505183297717725,2
Sherman Oaks,0.2781954809247865,1
Sierra Madre,0.2349446380262614,1
Signal Hill,0.5192735738644343,2
South Gate,0.7971197554883476,4
South Los Angeles,0,0
South Park,0.6853259237409596,3
South Pasadena,0.2157138041431252,1
Stevenson Ranch,0.4122516529006522,2
Studio City,0.2909008573021505,1
Sun Valley,0.6459490728173053,3
Sun Village,0,0
Sylmar,0.7304320590014763,4
Tarzana,0.4012900944145133,2
Temple City,0.43087982396922,2
Toluca Lake,0.2549442017004742,1
Toluca Terrace,0.37501218727582347,2
Torrance,0.2925505331018221,1
Tujunga,0.5172203265299907,2
University Park,0.7235968889686718,4
Valencia,0,0
Valley Glen,0.5530881930450584,3
Valley Village,0.45991943684384634,2
Van Nuys,0.6426016426144466,3
Venice,0.2983277842127668,1
Vernon,0.47823575374792604,2
Walnut,0.25556753765838536,1
Watts,0.8698075293399389,4
West Adams,0.6541533695212888,3
West Hills,0.378229365918985,2
West Hollywood,0.3353201744189292,1
Westchester,0.24031635768699436,1
Westlake,0.7172886977699907,4
Westlake Village,0.22978716370033647,1
Westwood,0.18485775268531054,1
Whittier,0.6219428511249285,3
Willowbrook,0.8099948041664494,4
Wilmington,0.7614944485608919,4
Wilshire Center,0.4300031408423276,2
Winnetka,0.6045874035739996,3
Woodland Hills,0.2857382311820289,1
