community,risk_score,risk_level
Acton,0.3561973424768479,2
Agoura Hills,0.19298069546289853,1
Agua Dulce,0,0
Alhambra,0.4205130102355408,2
Altadena,0.4046915724442048,2
Arcadia,0.2581680959715804,1
Artesia,0.5606545522667665,3
Atwater Village,0.40966683246986474,2
Azusa,0.6627937601699961,3
Baldwin Hills,0.5144475428262565,2
Baldwin Park,0.7369001070692358,4
Bassett,0.7004232503456028,4
Bel Air Estates,0,0
Bell,0.7615269933471785,4
Beverly Hills,0.3148946077915011,1
Boyle Heights,0.8026183405309828,4
Bradbury,0.053068565005620086,1
Brentwood,0.24538588037792514,1
Burbank,0.36344622127327725,2
Canoga Park,0.602599753786865,3
Carson,0.5799480587955764,3
Castaic,0.8846009303263154,4
Central,0.7014903031276205,4
Century City,0.15101172133298094,1
Cerritos,0.3220294819672538,1
Chatsworth,0.42542170015405456,2
Chinatown,0.304434069408018,1
Claremont,0.32092154600944645,1
Commerce,0.7464241612368371,4
Compton,0.7691370899228607,4
Covina,0.6972277017646056,4
Cudahy,0.803328470422168,4
Culver City,0.27248814915625297,1
Del Sur,0,0
Diamond Bar,0.29809923293862056,1
Downey,0.6987446456791253,4
Downtown,0.3941187321152301,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5875845599386251,3
Eagle Rock,0.4158401966461165,2
East Hollywood,0.5461721198869023,3
East Los Angeles,0.8172280898049823,4
Echo Park,0.4296721869911815,2
El Monte,0.6969423054698439,4
El Segundo,0.2972852337537988,1
El Sereno,0.6869705184434208,3
Encino,0.24311840505893975,1
Florence-Firestone,0.8230336346321968,4
Gardena,0.5385442277393129,3
Glassell Park,0.5253356485663877,2
Glendale,0.452430393874022,2
Glendora,0.6215190091333931,3
Granada Hills,0.5293516755834596,3
Hacienda Heights,0.5377590987976019,3
Hancock Park,0.3436986936251247,2
Harbor City,0.5480244830021519,3
Harbor Gateway,0.6667258311139915,3
Hawaiian Gardens,0.7243465833375178,4
Hawthorne,0.623372204493482,3
Hermosa Beach,0.3819800665072267,2
Hi Vista,0,0
Hidden Hills,0.13917168198546992,1
Highland Park,0.5937450893259096,3
Hollywood,0.42102407981440676,2
Huntington Park,0.7734446255157805,4
Hyde Park,0.7054389251510191,4
Inglewood,0.6238934196592448,3
Jefferson Park,0.7217665078770361,4
Koreatown,0.6029902068096308,3
La Habra Heights,0.4971821249813007,2
La Mirada,0.526720168632934,3
La Puente,0.7305012591594295,4
La Verne,0.44575542911580274,2
Ladera Heights,0,0
Lake Balboa,0.5499655765277238,3
Lake Hughes,0,0
Lake Los Angeles,0.5970357881298308,3
Lakewood,0.42346784031335505,2
Lancaster,0.5658093556915255,3
Lawndale,0.5617602015298225,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6737299229371483,3
Llano,0,0
Lomita,0.32217799965570665,1
Los Feliz,0.3009252700988085,1
Lynwood,0.8023700133942433,4
Malibu,0.28120775571375045,1
Manhattan Beach,0.2878296929280364,1
Mar Vista,0.2427378449355096,1
