community,risk_score,risk_level
Acton,0.2946563423670955,1
Agoura Hills,0.16657635283412728,1
Agua Dulce,0,0
Alhambra,0.3870162507177289,2
Altadena,0.3878281270243677,2
Arcadia,0.23796016778969195,1
Artesia,0.5160979143249657,2
Atwater Village,0.37866829885918785,2
Azusa,0.6626993500252496,3
Baldwin Hills,0.526052306690662,3
Baldwin Park,0.6908395883938633,3
Bassett,0.6237660725026521,3
Bel Air Estates,0,0
Bell,0.7123113273565445,4
Beverly Hills,0.29236215444892555,1
Boyle Heights,0.772741167268114,4
Bradbury,0.05308355189209442,1
Brentwood,0.24965244945556359,1
Burbank,0.34000062990085894,2
Canoga Park,0.5495617834394905,3
Carson,0.5569576671746924,3
Castaic,0.863268324426653,4
Central,0.6316757191199197,3
Century City,0.13470504006668585,1
Cerritos,0.30423249997866775,1
Chatsworth,0.40155222490947123,2
Chinatown,0.2853489134507306,1
Claremont,0.29842408561799766,1
Commerce,0.7034783152851658,4
Compton,0.7157969338557157,4
Covina,0.6578528778194992,3
Cudahy,0.7641808172617353,4
Culver City,0.2614539070592643,1
Del Sur,0,0
Diamond Bar,0.2753500803076378,1
Downey,0.6563672141207152,3
Downtown,0.3314177354290215,1
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5415005441667112,3
Eagle Rock,0.40337508089512586,2
East Hollywood,0.5156114117360424,2
East Los Angeles,0.7621590012848347,4
Echo Park,0.4217819083224779,2
El Monte,0.6218889520575546,3
El Segundo,0.284173989425919,1
El Sereno,0.6710324474488184,3
Encino,0.23602807444476182,1
Florence-Firestone,0.7961305862578577,4
Gardena,0.490026870680411,2
Glassell Park,0.520053113424231,2
Glendale,0.42184162262875996,2
Glendora,0.5670415711833541,3
Granada Hills,0.5227210502551158,2
Hacienda Heights,0.5056018969826741,2
Hancock Park,0.33042468450518725,1
Harbor City,0.4893703407748309,2
Harbor Gateway,0.6082030655608774,3
Hawaiian Gardens,0.6775659699824509,3
Hawthorne,0.5856796108003198,3
Hermosa Beach,0.37759908678037557,2
Hi Vista,0,0
Hidden Hills,0.1301376160724231,1
Highland Park,0.5775235506141428,3
Hollywood,0.4142901870027713,2
Huntington Park,0.7325463399137405,4
Hyde Park,0.6665885332789949,3
Inglewood,0.6006137215831265,3
Jefferson Park,0.7013069457082196,4
Koreatown,0.5901252525153421,3
La Habra Heights,0.4474332815928919,2
La Mirada,0.495302500555916,2
La Puente,0.651712913514108,3
La Verne,0.41297800471099416,2
Ladera Heights,0,0
Lake Balboa,0.539341728682014,3
Lake Hughes,0,0
Lake Los Angeles,0.658085147717969,3
Lakewood,0.4086464030657248,2
Lancaster,0.5095907263509158,2
Lawndale,0.5442482140922901,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6585951025247275,3
Llano,0,0
Lomita,0.30979231010703473,1
Los Feliz,0.28719437159152406,1
Lynwood,0.7648228327736166,4
Malibu,0.27609650305982264,1
Manhattan Beach,0.26701360105941296,1
Mar Vista,0.25034846227763763,1
Marina del Rey,0,0
Marina Peninsula,0.2500440163637305,1
Maywood,0.7259937808654715,4
Melrose,0.4778626228931405,2
Mid-City,0,0
missing,0,0
Mission Hills,0.6293200474378308,3
Monrovia,0.49884014810822763,2
Montebello,0.6355212630344957,3
Monterey Park,0.40486817705393857,2
North Hills,0.6994259349991834,4
North Hollywood,0.5738265448958927,3
Northridge,0.4907636206250565,2
Norwalk,0.6811159340690532,3
Pacific Palisades,0.2234992607275086,1
Pacoima,0.7455890468662221,4
Palmdale,0.6175405454161542,3
Palms,0.34654583593870414,2
Panorama City,0.7215772879952749,4
Paramount,0.6802814558537875,3
Pasadena,0.44843966701549937,2
Pico Rivera,0.7414578121336812,4
Playa Vista,0.3720400084708489,2
Pomona,0.657204446788408,3
Porter Ranch,0.2727918124832261,1
Rancho Palos Verdes,0.2693157617519453,1
Rancho Park,0.2643113598019869,1
Redondo Beach,0.2935926783908438,1
Reseda,0.5501439174056034,3
Rosemead,0.47035901464032476,2
Rosewood,0,0
Rowland Heights,0.34349172415313073,2
San Dimas,0.4068380745206154,2
San Fernando,0.5170146848003723,2
San Gabriel,0.37985211126792556,2
San Marino,0.16377685150493318,1
San Pedro,0.5744868653798173,3
Santa Catalina Island,0,0
Santa Clarita,0.4106404039322735,2
Santa Fe Springs,0.4775534325398407,2
Santa Monica,0.22839520245323575,1
Shadow Hills,0.4397835984422721,2
Sherman Oaks,0.2722609467984549,1
Sierra Madre,0.20949704722653392,1
Signal Hill,0.4961585737479705,2
South Gate,0.7589260130881811,4
South Los Angeles,0,0
South Park,0.6535216703435036,3
South Pasadena,0.2215792399924178,1
Stevenson Ranch,0.3863763362901617,2
Studio City,0.2875302617491249,1
Sun Valley,0.582711593920669,3
Sun Village,0,0
Sylmar,0.7200455028206908,4
Tarzana,0.3879506578532775,2
Temple City,0.3966297346964263,2
Toluca Lake,0.26273176200709436,1
Toluca Terrace,0.43295642697863645,2
Torrance,0.28258520370018697,1
Tujunga,0.5511211780601065,3
University Park,0.7346828308176082,4
Valencia,0,0
Valley Glen,0.5228854637249878,2
Valley Village,0.4310012755232614,2
Van Nuys,0.5999385899510966,3
Venice,0.2941309740558481,1
Vernon,0.4498467199409472,2
Walnut,0.2571121261927173,1
Watts,0.8547678098736776,4
West Adams,0.6467944840110397,3
West Hills,0.3738209802966314,2
West Hollywood,0.32636914483567997,1
Westchester,0.23595833767777355,1
Westlake,0.6965508894003462,4
Westlake Village,0.20390814582052025,1
Westwood,0.1920236109193929,1
Whittier,0.598784592217442,3
Willowbrook,0.8118118131010366,4
Wilmington,0.7442085831147746,4
Wilshire Center,0.40843842283163523,2
Winnetka,0.5833486855464054,3
Woodland Hills,0.28145441056498,1
