community,risk_score,risk_level
Acton,0.29003122359943007,1
Agoura Hills,0.22187706461770543,1
Agua Dulce,0,0
Alhambra,0.4385737406163242,2
Altadena,0.39604226706437107,2
Arcadia,0.29176317539932695,1
Artesia,0.564091671376022,3
Atwater Village,0.4222084239507341,2
Azusa,0.7118270950681709,4
Baldwin Hills,0.5479264945599385,3
Baldwin Park,0.8037536174056921,4
Bassett,0,0
Bel Air Estates,0,0
Bell,0.797704174915203,4
Beverly Hills,0.3859642276217736,2
Boyle Heights,0.8190039349669327,4
Bradbury,0.529115967064698,3
Brentwood,0.25979887681805547,1
Burbank,0.4151660720450361,2
Canoga Park,0.6400691260248204,3
Carson,0.5551288551480492,3
Castaic,0.8859206030130744,4
Central,0.7246003368121935,4
Century City,0.19226349433066298,1
Cerritos,0.34680116977715747,2
Chatsworth,0.5149229035316241,2
Chinatown,0.3160573338338227,1
Claremont,0.35625233545908896,2
Commerce,0.8027426993107455,4
Compton,0.7973666208686118,4
Covina,0.6801066756940818,3
Cudahy,0.8118498740518808,4
Culver City,0.2639106636698274,1
Del Sur,0,0
Diamond Bar,0.32194102204741093,1
Downey,0.7560941617390567,4
Downtown,0.4721806070743795,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5606793126029772,3
Eagle Rock,0.4381998684137052,2
East Hollywood,0.5573819908505818,3
East Los Angeles,0.8302550475647889,4
Echo Park,0.4405326262203125,2
El Monte,0.7490580644415583,4
El Segundo,0.2759755192917974,1
El Sereno,0.7345318134580117,4
Encino,0.30377203112594214,1
Florence-Firestone,0.8253873033016526,4
Gardena,0.5892268918544323,3
Glassell Park,0.5626444617738271,3
Glendale,0.5055198231737218,2
Glendora,0.6517863412866588,3
Granada Hills,0.5570507843698109,3
Hacienda Heights,0.590618954583992,3
Hancock Park,0.3644908103243625,2
Harbor City,0.555982978870253,3
Harbor Gateway,0.7274714085767965,4
Hawaiian Gardens,0.7609607139370571,4
Hawthorne,0.569722889679916,3
Hermosa Beach,0.378007344068228,2
Hi Vista,0,0
Hidden Hills,0.16076900239231434,1
Highland Park,0.5992727466797412,3
Hollywood,0.4427626570778342,2
Huntington Park,0.7691626850119279,4
Hyde Park,0.6618079329583825,3
Inglewood,0.6481314686847328,3
Jefferson Park,0.7344519953744704,4
Koreatown,0.6130057162038076,3
La Habra Heights,0.5249175287414928,3
La Mirada,0.556226519542611,3
La Puente,0.7726164694115607,4
La Verne,0.4935731794108324,2
Ladera Heights,0,0
Lake Balboa,0.6139022697288918,3
Lake Hughes,0,0
Lake Los Angeles,0.4219952561284348,2
Lakewood,0.41540014000522346,2
Lancaster,0.6236399327392158,3
Lawndale,0.5842909884444091,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.7176109972930365,4
Llano,0,0
