community,risk_score,risk_level
Melrose,0.4988239678839168,2
Mid-City,0,0
missing,0,0
Mission Hills,0.639184422256627,3
Monrovia,0.5495611493093524,3
Montebello,0.6793231215457202,3
Monterey Park,0.4244418865270603,2
North Hills,0.7207052713995733,4
North Hollywood,0.5850272513708701,3
Northridge,0.5135380570171753,2
Norwalk,0.6964971873001848,4
Pacific Palisades,0.19776054116053918,1
Pacoima,0.7501846785793604,4
Palmdale,0.6532673049839545,3
Palms,0.3440399354546072,2
Panorama City,0.7033711570090582,4
Paramount,0.7441514019093065,4
Pasadena,0.4917598599530849,2
Pico Rivera,0.7669501501319774,4
Playa Vista,0.33797661940678597,2
Pomona,0.7234015122163612,4
Porter Ranch,0.3059210667322804,1
Rancho Palos Verdes,0.27458388318584204,1
Rancho Park,0.3032258350751272,1
Redondo Beach,0.28166016642651226,1
Reseda,0.5769300823824476,3
Rosemead,0.46599218522277897,2
Rosewood,0,0
Rowland Heights,0.377436821507061,2
San Dimas,0.42653905004069564,2
San Fernando,0.5730789016390251,3
San Gabriel,0.40552466688287653,2
San Marino,0.1938298051871227,1
San Pedro,0.6095889092645905,3
Santa Catalina Island,0,0
Santa Clarita,0.43862384215896993,2
Santa Fe Springs,0.6561358597982421,3
Santa Monica,0.2287991437443231,1
Shadow Hills,0.42399480473779483,2
Sherman Oaks,0.2767968394322275,1
Sierra Madre,0.2568534485442616,1
Signal Hill,0.5766104947098014,3
South Gate,0.7793468958396056,4
South Los Angeles,0,0
South Park,0.7019697428520495,4
South Pasadena,0.23955597153456717,1
Stevenson Ranch,0.37228606271671305,2
Studio City,0.27596667789704643,1
Sun Valley,0.6811292870341642,3
Sun Village,0,0
Sylmar,0.7571012593856231,4
Tarzana,0.4396688190368806,2
Temple City,0.42692775550554746,2
Toluca Lake,0.27332321590544173,1
Toluca Terrace,0.4327299300701015,2
Torrance,0.2983826388516141,1
Tujunga,0.5433939455683945,3
University Park,0.771314527021565,4
Valencia,0,0
Valley Glen,0.5540852767518011,3
Valley Village,0.48141131540004456,2
Van Nuys,0.662629248392363,3
Venice,0.271771774775062,1
Vernon,0.6018980304534824,3
Walnut,0.2772230803511521,1
Watts,0.8357276385892384,4
West Adams,0.65498069975997,3
West Hills,0.3767345610690272,2
West Hollywood,0.32332043763888874,1
Westchester,0.23222029215699222,1
Westlake,0.726641459951887,4
Westlake Village,0.2608111609761,1
Westwood,0.17623265196719656,1
Whittier,0.6096394557947276,3
Willowbrook,0.8017519019576912,4
Wilmington,0.7555599621476118,4
Wilshire Center,0.45619568122762505,2
Winnetka,0.5684999790824858,3
Woodland Hills,0.2892184667130736,1
