community,risk_score,risk_level
Acton,0.39283240243259526,2
Agoura Hills,0.2366182110649753,1
Agua Dulce,0,0
Alhambra,0.45983432981957884,2
Altadena,0.4389054187476325,2
Arcadia,0.2960289056014514,1
Artesia,0.4955059444090831,2
Atwater Village,0.41750526414307026,2
Azusa,0.7229371985270059,4
Baldwin Hills,0.5605303442349837,3
Baldwin Park,0.7599562722190095,4
Bassett,0.7429187659317804,4
Bel Air Estates,0,0
Bell,0.7668803270523371,4
Beverly Hills,0.40392066875903276,2
Boyle Heights,0.8119232716746265,4
Bradbury,0.49162189335715833,2
Brentwood,0.2663116961871403,1
Burbank,0.3983556406624399,2
Canoga Park,0.6152169237229582,3
Carson,0.5846126515184046,3
Castaic,0.8737327898516073,4
Central,0.6971374232708352,4
Century City,0.22770596842566562,1
Cerritos,0.34783995551848046,1
Chatsworth,0.5121599724716401,2
Chinatown,0.34947325902172977,1
Claremont,0.33544736876017167,1
Commerce,0.8028491353210846,4
Compton,0.7919661683836302,4
Covina,0.7255166295453683,4
Cudahy,0.8084455260838018,4
Culver City,0.32796878937722534,1
Del Sur,0,0
Diamond Bar,0.3406407399989502,1
Downey,0.7308515660771777,4
Downtown,0.4504377236879341,2
Downtown Bunker Hill,0,0
Downtown Historic Core,0,0
Duarte,0.5889974849585754,3
Eagle Rock,0.4331119863202059,2
East Hollywood,0.5770094412846175,3
East Los Angeles,0.8439892592745872,4
Echo Park,0.42479976831329663,2
El Monte,0.753606997816306,4
El Segundo,0.3546068802935805,1
El Sereno,0.7189082145944681,4
Encino,0.28947906361343956,1
Florence-Firestone,0.8302396461080785,4
Gardena,0.5913159270451832,3
Glassell Park,0.5591013559643218,3
Glendale,0.47156110880781993,2
Glendora,0.6813002241055808,4
Granada Hills,0.5755638546222679,3
Hacienda Heights,0.591795261985367,3
Hancock Park,0.38551188325985314,2
Harbor City,0.5394717916732398,3
Harbor Gateway,0.6783466481115581,4
Hawaiian Gardens,0.7111406388111527,4
Hawthorne,0.6460026110663446,3
Hermosa Beach,0.4029514514746017,2
Hi Vista,0,0
Hidden Hills,0.20174113804948232,1
Highland Park,0.6089331090407597,3
Hollywood,0.45150058734270754,2
Huntington Park,0.7780926170816759,4
Hyde Park,0.7033756435167008,4
Inglewood,0.6502148551968628,3
Jefferson Park,0.7425929498842838,4
Koreatown,0.6384858735203561,3
La Habra Heights,0.48235286101973845,2
La Mirada,0.5547747949580792,3
La Puente,0.7433130805966898,4
La Verne,0.4866167090699306,2
Ladera Heights,0,0
Lake Balboa,0.6010775048109805,3
Lake Hughes,0,0
Lake Los Angeles,0.6380667155518216,3
Lakewood,0.42184618983637157,2
Lancaster,0.6024344584304316,3
Lawndale,0.6081946572078342,3
Lennox,0,0
Leona Valley,0,0
Lincoln Heights,0.6999659487747645,4
Llano,0,0
Lomita,0.3550407765204067,1
Los Feliz,0.32310480207553505,1
Lynwood,0.7900864106905066,4
Malibu,0.31311427077610887,1
Manhattan Beach,0.3228739007041687,1
Mar Vista,0.2658766381001066,1
Marina del Rey,0,0
Marina Peninsula,0.26434344557857614,1
Maywood,0.7802208328539437,4
Melrose,0.5561240481824945,3
Mid-City,0,0
missing,0,0
Mission Hills,0.6948911728522366,4
Monrovia,0.5765507415161345,3
Montebello,0.6915844875851782,4
Monterey Park,0.46821051079696935,2
North Hills,0.7380395486368265,4
North Hollywood,0.5935744935798203,3
Northridge,0.5385186976349627,3
Norwalk,0.7408958634791615,4
Pacific Palisades,0.24283258044605552,1
Pacoima,0.7697686316746448,4
Palmdale,0.6826682877925164,4
Palms,0.4023383883431282,2
Panorama City,0.7519180264569029,4
Paramount,0.7596026356947079,4
Pasadena,0.5469120887841138,3
Pico Rivera,0.7529094546644386,4
Playa Vista,0.38479786760104756,2
Pomona,0.733536739022272,4
Porter Ranch,0.33893546669702845,1
Rancho Palos Verdes,0.2965394110497662,1
Rancho Park,0.31222381194665155,1
Redondo Beach,0.34859035881785455,1
Reseda,0.6318084366274694,3
Rosemead,0.5028976394175717,2
Rosewood,0,0
Rowland Heights,0.44140776487146044,2
San Dimas,0.46612046246936145,2
San Fernando,0.6206210690049696,3
San Gabriel,0.4207779164421884,2
San Marino,0.2675716746528986,1
San Pedro,0.6389954008592694,3
Santa Catalina Island,0,0
Santa Clarita,0.4569687788851543,2
Santa Fe Springs,0.6731109022763594,3
Santa Monica,0.26725476079263355,1
Shadow Hills,0.4661687009357326,2
Sherman Oaks,0.3227132885081964,1
Sierra Madre,0.2974057006766705,1
Signal Hill,0.5948638904592607,3
South Gate,0.7900216435113098,4
South Los Angeles,0,0
South Park,0.712762985200162,4
South Pasadena,0.27274358582572894,1
Stevenson Ranch,0.4200076704428256,2
Studio City,0.32964964672493186,1
Sun Valley,0.7119345422655855,4
Sun Village,0,0
Sylmar,0.7576476094618718,4
Tarzana,0.475523294945828,2
Temple City,0.4607603543647666,2
Toluca Lake,0.35214890062158316,1
Toluca Terrace,0.4310135880976985,2
Torrance,0.3440865855691359,1
Tujunga,0.4993865985593016,2
University Park,0.7620975547548539,4
Valencia,0,0
Valley Glen,0.5613703668024425,3
Valley Village,0.5232235834697792,3
Van Nuys,0.6877664897568122,4
Venice,0.30350450552981817,1
Vernon,0.6364721889612767,3
Walnut,0.34640299313652545,1
Watts,0.8598700166847294,4
West Adams,0.7106488514477283,4
West Hills,0.4176353011409113,2
West Hollywood,0.3788170907640655,2
Westchester,0.26371306436115893,1
Westlake,0.7536482122209874,4
Westlake Village,0.28701597669054063,1
Westwood,0.22932431218759677,1
Whittier,0.6515320262707686,3
Willowbrook,0.8042360489746272,4
Wilmington,0.7547241526288877,4
Wilshire Center,0.516587344055836,3
Winnetka,0.5967865777527389,3
Woodland Hills,0.341636360874829,1
